Season,Team0,Team1,DayDate,Seed,Site,MOV,FG2M,FG2A,FG3M,FG3A,FT1M,FT1A,ORB,DRB,AST,TOVR,STL,BLK,PFL,Outcome
2013,3181,3304,2013-03-31,-4,0,8,1,-2,1,-8,5,7,0,1,-2,-3,2,5,-2,0
2013,3124,3257,2013-03-31,4,0,-1,1,10,-10,-8,7,10,11,0,2,-5,6,2,-12,1
2013,3242,3323,2013-03-31,-11,0,-30,-11,-2,-4,-3,-4,-7,-2,-9,-9,2,-3,-5,0,1
2013,3328,3397,2013-03-31,-4,0,-15,-6,8,1,14,-4,-6,8,-5,-10,4,-5,-2,-4,1
2013,3143,3208,2013-04-01,-2,0,3,1,7,1,4,0,6,10,3,-2,-2,-2,2,-7,0
2013,3163,3246,2013-04-01,-1,1,30,10,-6,0,-5,10,8,-4,12,3,-3,2,5,-2,0
2013,3257,3397,2013-04-02,3,0,8,1,1,3,-1,3,-3,-1,1,2,0,-4,0,0,0
2013,3181,3323,2013-04-02,-1,0,-11,-1,0,-5,-6,-4,-7,1,-1,-14,7,1,2,7,1
2013,3163,3323,2013-04-07,0,0,18,7,-12,2,1,2,1,-10,8,0,3,-1,7,-1,0
2013,3143,3257,2013-04-07,3,0,-7,5,12,-4,-6,-13,-12,11,1,-4,5,0,-2,6,1
2013,3163,3257,2013-04-09,-4,0,33,12,4,8,3,1,4,5,11,11,0,3,3,-1,0
2014,3113,3435,2014-03-22,1,0,8,7,1,3,4,-9,-18,-1,14,6,8,-4,1,8,0
2014,3124,3443,2014-03-22,-13,1,13,2,1,-2,-2,11,18,10,9,3,2,0,3,-5,0
2014,3140,3301,2014-03-22,7,0,15,6,-15,0,-8,3,4,-3,18,2,9,-7,13,0,0
2014,3143,3200,2014-03-22,-3,0,1,0,13,-6,-5,7,8,11,-3,-1,-7,5,6,-5,0
2014,3177,3328,2014-03-22,-3,0,4,2,-6,-1,-10,1,5,-1,5,7,1,1,-2,0,0
2014,3181,3457,2014-03-22,-13,1,42,19,8,-3,-8,7,10,9,17,10,-4,7,6,-5,0
2014,3199,3235,2014-03-22,3,-1,11,6,-13,-3,-25,2,5,-2,16,-2,6,-1,-1,-3,0
2014,3246,3460,2014-03-22,-11,1,46,25,-3,4,-4,-8,-17,-3,30,17,9,-5,8,8,0
2014,3201,3304,2014-03-22,-9,0,-19,-4,-9,-3,-1,-8,-5,-8,-3,-9,3,0,0,7,1
2014,3323,3352,2014-03-22,-15,0,51,24,12,3,-3,0,-1,5,18,14,-4,2,3,7,0
2014,3195,3329,2014-03-22,-7,0,-1,-2,0,1,7,2,2,-3,-2,-7,-3,3,4,-2,1
2014,3103,3345,2014-03-22,-9,1,-29,-16,-3,-5,-2,8,10,-4,-18,-13,-6,5,-3,-5,1
2014,3385,3425,2014-03-22,-1,0,3,1,-6,-2,-4,3,2,-2,4,-1,6,-4,2,2,0
2014,3377,3390,2014-03-22,-13,0,-19,-10,-16,-4,-11,5,5,-9,-2,-11,5,1,-2,2,1
2014,3151,3393,2014-03-22,-5,0,-6,4,7,6,12,-20,-17,-4,-12,9,0,-1,2,6,1
2014,3322,3397,2014-03-22,-15,1,-24,-6,-9,0,8,-12,-10,-11,-9,-7,2,1,-3,6,1
2014,3163,3341,2014-03-23,-15,1,43,16,-6,5,-5,6,4,1,23,16,7,1,6,2,0
2014,3173,3196,2014-03-23,5,0,-14,-4,-7,1,0,-7,-9,-10,-5,-1,0,-1,4,3,1
2014,3234,3265,2014-03-23,-5,1,22,8,-2,4,-5,2,0,3,15,8,4,-1,0,2,0
2014,3211,3241,2014-03-23,5,0,-9,0,7,0,2,-9,-7,3,-6,3,1,1,-1,0,1
2014,3225,3257,2014-03-23,-11,0,-46,-22,-20,-2,4,0,3,-7,-12,-10,9,-7,3,-3,1
2014,3210,3261,2014-03-23,-3,1,-20,-5,6,0,12,-10,-13,-9,-18,-4,-8,8,-2,5,1
2014,3119,3268,2014-03-23,-9,1,-38,-16,-14,2,14,-8,-9,-11,-14,-12,7,-3,-2,4,1
2014,3214,3277,2014-03-23,-7,0,-30,-10,20,-4,0,-6,-7,8,-20,-12,-8,2,-6,5,1
2014,3314,3404,2014-03-23,-9,1,2,2,11,-4,-4,2,2,10,1,-3,0,0,4,3,0
2014,3292,3333,2014-03-23,1,0,-19,-4,6,-8,-11,-3,0,3,-11,-9,-1,1,-8,1,1
2014,3336,3455,2014-03-23,-11,1,6,8,5,-4,-12,-6,1,10,7,1,7,1,1,-4,0
2014,3169,3376,2014-03-23,-15,0,-15,-1,18,3,6,-16,-27,-2,-14,-9,-6,2,-4,12,1
2014,3208,3386,2014-03-23,1,0,-10,-4,9,1,7,-3,-2,6,-5,1,0,1,-1,3,1
2014,3335,3400,2014-03-23,-7,0,-18,-4,10,2,8,-12,-8,1,-17,1,-8,-1,4,-2,1
2014,3315,3401,2014-03-23,-11,1,-15,-10,-15,3,8,2,0,-11,-2,-8,4,-4,-6,2,1
2014,3107,3452,2014-03-23,-13,0,-15,0,-4,-4,-16,-11,-5,-3,-3,3,1,-3,-3,1,1
2014,3124,3143,2014-03-24,-5,0,19,5,7,3,7,6,6,5,2,12,-4,4,1,-6,0
2014,3140,3304,2014-03-24,8,0,4,3,-11,4,2,-6,-3,-1,10,3,9,-4,4,1,0
2014,3177,3181,2014-03-24,5,0,9,-3,2,12,27,3,-2,-5,-6,8,-6,3,-3,0,0
2014,3246,3393,2014-03-24,-3,0,5,0,-5,-1,-13,6,12,-2,-1,6,-8,11,2,-5,0
2014,3113,3323,2014-03-24,-8,0,-17,-7,-1,0,8,-3,-6,-4,-4,-14,0,0,-3,5,1
2014,3329,3345,2014-03-24,1,0,7,1,-5,-2,-6,7,9,-3,4,0,-2,0,0,-3,0
2014,3199,3390,2014-03-24,-8,0,-19,-5,11,-2,1,-7,-6,9,-6,-8,3,0,-1,2,1
2014,3385,3397,2014-03-24,-7,0,-16,-5,1,1,6,-7,-6,1,-6,6,3,-5,-3,7,1
2014,3163,3386,2014-03-25,-8,0,39,13,0,4,4,9,10,5,18,7,2,2,2,-3,0
2014,3234,3257,2014-03-25,-3,0,-30,-7,8,-8,-3,-8,-5,7,-12,-7,0,-4,1,-3,1
2014,3261,3452,2014-03-25,5,0,9,8,7,-3,-11,-4,-10,5,10,0,5,-4,4,-3,0
2014,3268,3400,2014-03-25,-1,0,5,4,0,-6,-14,3,5,3,6,5,2,-2,-3,-4,0
2014,3277,3314,2014-03-25,-1,0,-9,-6,-9,2,6,1,6,1,-2,2,5,-5,1,-6,1
2014,3196,3336,2014-03-25,-8,0,-22,-4,-8,0,4,-14,-12,-8,-5,-3,4,-3,-1,6,1
2014,3333,3376,2014-03-25,-8,0,-9,5,11,6,24,-25,-25,1,-6,5,5,-1,5,13,1
2014,3241,3401,2014-03-25,-8,0,-16,-5,7,-1,8,-5,-16,-1,-5,-11,-1,2,4,8,1
2014,3124,3246,2014-03-29,-1,0,18,8,-2,1,-2,1,1,-1,9,13,1,1,0,-8,0
2014,3140,3163,2014-03-29,-11,0,-19,-5,-9,3,1,-12,-16,-8,-1,-1,8,-8,-4,10,1
2014,3323,3329,2014-03-29,-4,0,17,5,-4,-1,-6,8,14,2,8,3,-1,1,4,-9,0
2014,3177,3401,2014-03-29,-4,0,-19,-8,7,4,18,-7,-9,3,-12,-1,-1,-5,2,0,1
2014,3257,3261,2014-03-30,-4,0,26,9,-4,11,21,-3,-3,-9,7,19,-2,-3,2,2,0
2014,3268,3397,2014-03-30,3,0,11,8,17,1,7,-6,-8,5,-3,2,-6,6,-5,7,0
2014,3314,3376,2014-03-30,3,0,7,1,-3,0,2,5,8,-2,2,-1,-1,2,-1,-4,0
2014,3336,3390,2014-03-30,-1,0,-25,-9,-6,-1,-7,-6,-5,-3,-5,-8,6,-1,3,4,1
2014,3163,3401,2014-03-31,-2,0,15,3,-12,5,9,4,0,-10,7,11,1,1,8,1,0
2014,3124,3323,2014-03-31,-1,1,-19,-4,5,4,6,-15,-15,4,-6,0,6,-5,-1,8,1
2014,3257,3268,2014-04-01,1,-1,-3,4,15,3,4,-14,-15,5,-7,5,-4,5,-2,4,1
2014,3314,3390,2014-04-01,-2,1,-9,-4,2,0,2,-1,-2,2,-4,-4,0,-1,-1,5,1
2014,3163,3390,2014-04-06,-1,0,19,6,-1,-2,-10,9,14,0,2,1,-5,5,3,-6,0
2014,3268,3323,2014-04-06,-3,0,-26,-10,-9,0,2,-6,-8,-15,-14,1,-3,6,1,6,1
2014,3163,3323,2014-04-08,0,0,21,12,11,-2,0,-1,5,13,10,10,2,-2,2,-2,0
2015,3116,3321,2015-03-20,3,0,2,-1,17,0,6,4,11,14,-9,0,-9,4,0,-6,0
2015,3124,3322,2015-03-20,-13,0,41,16,2,-4,-26,13,18,8,19,11,-3,3,7,-6,0
2015,3143,3455,2015-03-20,-9,0,12,4,-5,-1,-4,5,10,3,8,8,2,-1,1,1,0
2015,3173,3235,2015-03-20,-3,0,12,5,-2,-2,-14,4,8,0,1,-2,-5,4,5,0,0
2015,3177,3278,2015-03-20,1,0,7,3,20,3,19,-2,-4,1,-15,5,-17,5,0,1,0
2015,3107,3181,2015-03-20,-9,0,-2,-1,18,-3,3,3,-1,1,-17,1,-13,8,-10,4,1
2015,3203,3211,2015-03-20,5,0,-13,0,23,-4,1,-9,-2,19,-7,-2,2,0,-2,-1,1
2015,3110,3234,2015-03-20,-11,0,-8,-1,4,3,12,-9,-10,5,1,4,5,1,2,5,1
2015,3246,3398,2015-03-20,-13,0,45,11,-10,1,-5,22,29,1,17,5,-9,9,6,-8,0
2015,3274,3449,2015-03-20,5,0,6,-1,-8,-3,-17,11,21,2,4,-8,-2,2,2,-4,0
2015,3280,3408,2015-03-20,-7,0,10,7,9,-3,-7,-1,-4,3,6,1,-4,-2,4,2,0
2015,3285,3323,2015-03-20,-15,0,-34,-14,9,0,13,-6,-12,6,-12,-9,3,-3,-2,5,1
2015,3333,3355,2015-03-20,-11,0,12,-2,-6,3,1,13,15,0,7,5,0,3,6,-7,0
2015,3366,3376,2015-03-20,-15,0,-33,-17,-2,-1,-2,2,4,2,-11,-19,0,-2,-3,-3,1
2015,3304,3393,2015-03-20,-1,0,-3,-3,-11,1,0,2,-3,-4,3,1,11,-7,3,2,1
2015,3400,3443,2015-03-20,-7,0,2,7,-5,-11,-20,-1,-2,7,14,2,10,-4,0,2,0
2015,3113,3325,2015-03-21,-11,0,19,6,-6,4,0,3,4,-6,6,8,-1,5,0,1,0
2015,3114,3401,2015-03-21,5,0,9,3,-3,4,5,-1,3,-2,2,7,-3,2,-4,-6,0
2015,3163,3383,2015-03-21,-15,0,56,27,-3,-2,-15,4,8,-1,24,19,-1,0,8,-4,0
2015,3195,3329,2015-03-21,-3,0,8,5,0,3,17,-5,0,-7,-5,3,-7,3,0,3,0
2015,3106,3199,2015-03-21,-13,0,-42,-13,-3,3,9,-19,-20,2,-8,-13,17,-11,-2,13,1
2015,3140,3257,2015-03-21,-11,0,-33,-7,-13,-2,-4,-17,-20,-5,2,-9,18,-20,-4,4,1
2015,3268,3308,2015-03-21,-15,0,18,4,-5,0,-4,10,12,9,16,7,9,-6,-1,-11,0
2015,3251,3314,2015-03-21,-9,0,-6,-4,12,-1,9,3,3,15,2,-10,1,-3,-7,0,1
2015,3241,3326,2015-03-21,-7,0,-10,0,17,7,13,-17,-24,7,-4,3,2,-3,-3,6,1
2015,3328,3346,2015-03-21,-7,0,27,17,6,1,0,-8,-9,2,14,16,2,-2,1,4,0
2015,3151,3338,2015-03-21,3,0,-11,-2,22,3,14,-10,-12,13,-12,-6,-4,-1,-3,0,1
2015,3343,3453,2015-03-21,-1,0,10,-2,-11,1,-11,13,16,9,18,1,12,-5,0,-9,0
2015,3353,3371,2015-03-21,-1,0,13,3,-9,-1,-10,8,6,-2,14,0,5,-2,1,-1,0
2015,3261,3378,2015-03-21,-5,0,-9,2,2,0,-4,-13,-17,-3,0,-3,3,1,-2,8,1
2015,3169,3390,2015-03-21,-9,0,-13,0,20,2,13,-15,-20,8,-11,-5,-2,3,-3,10,1
2015,3129,3397,2015-03-21,-13,0,-11,-3,-5,4,12,-9,-14,-11,-7,-4,0,-1,0,2,1
2015,3116,3124,2015-03-22,-8,0,-29,-9,12,-2,6,-9,-9,4,-17,-11,-7,2,-10,2,1
2015,3173,3246,2015-03-22,5,0,5,-3,-23,7,5,4,-7,-10,18,4,19,-10,5,6,0
2015,3181,3280,2015-03-22,-1,0,8,6,-13,-6,-20,2,14,0,11,5,6,0,-2,-8,0
2015,3211,3333,2015-03-22,8,0,12,8,7,-7,-18,3,1,4,3,-3,-5,3,-2,-5,0
2015,3234,3274,2015-03-22,-8,0,18,1,-16,0,-12,16,22,-2,11,7,0,-2,0,-10,0
2015,3177,3323,2015-03-22,-8,0,-12,-4,6,3,19,-7,-9,-5,-14,-4,-6,-2,-4,7,1
2015,3376,3393,2015-03-22,-7,0,29,11,-5,0,-7,7,8,-4,9,12,-1,2,0,-5,0
2015,3143,3400,2015-03-22,1,0,-3,-4,1,10,17,-5,-6,3,-4,1,6,-3,-2,-1,1
2015,3113,3114,2015-03-23,-8,0,3,-4,-4,1,1,10,11,5,4,4,2,-7,0,-9,0
2015,3163,3353,2015-03-23,-7,0,36,7,-7,10,15,12,16,5,18,16,2,4,3,-7,0
2015,3195,3199,2015-03-23,-5,0,-18,-8,1,2,7,-4,-5,-7,-16,-1,-6,3,2,-2,1
2015,3257,3378,2015-03-23,-3,0,8,5,18,-3,-6,1,1,13,0,4,-5,3,-1,2,0
2015,3268,3343,2015-03-23,-7,0,15,2,-5,8,3,3,5,0,6,3,3,-7,0,-2,0
2015,3314,3326,2015-03-23,-1,0,2,2,4,3,-3,-5,0,7,4,5,4,-5,3,3,0
2015,3328,3390,2015-03-23,-1,0,-10,4,26,-2,6,-16,-19,8,-11,1,-7,4,-6,7,1
2015,3338,3397,2015-03-23,-8,0,-10,-2,-9,-1,0,-5,-5,-12,-5,-9,-1,3,3,6,1
2015,3124,3234,2015-03-27,-1,0,15,3,-3,-4,-13,13,11,2,8,7,-1,-1,-1,-8,0
2015,3113,3199,2015-03-27,-1,0,-1,-7,-14,2,6,11,10,-6,2,2,3,0,-1,-3,1
2015,3323,3390,2015-03-27,-3,0,21,9,0,-1,-6,4,0,-6,6,1,-5,3,0,1,0
2015,3314,3376,2015-03-27,-3,0,-2,3,16,-3,-3,-5,-8,5,-6,-5,-6,4,-1,5,1
2015,3163,3400,2015-03-28,-4,0,51,17,6,10,18,7,5,-3,10,9,-12,11,5,0,0
2015,3173,3257,2015-03-28,4,0,16,4,-20,1,-5,7,7,-12,14,-3,8,-5,5,-5,0
2015,3181,3268,2015-03-28,-3,0,-10,-2,-2,-5,-10,-1,-3,-5,-4,-9,1,4,-1,5,1
2015,3211,3397,2015-03-28,-9,0,-4,5,-10,-2,-10,-12,-9,-6,6,6,6,0,4,3,1
2015,3124,3323,2015-03-29,-1,0,-9,-1,6,-2,2,-5,-15,-2,-3,3,0,2,-6,6,1
2015,3199,3376,2015-03-29,-1,0,-6,-5,10,6,11,-2,-6,9,-4,-1,0,-2,-4,8,1
2015,3163,3173,2015-03-30,-6,0,21,6,7,-1,1,10,14,8,2,1,-6,3,0,-6,0
2015,3268,3397,2015-03-30,-1,0,10,-1,-15,1,-10,11,12,-6,7,2,2,-5,1,-6,0
2015,3163,3268,2015-04-05,0,0,23,5,-5,3,3,10,12,-1,8,4,-4,1,6,-4,0
2015,3323,3376,2015-04-05,0,0,1,-2,-1,0,-7,5,-2,-6,-2,3,-3,0,0,4,0
2015,3163,3323,2015-04-07,0,0,10,4,-2,5,12,-3,-1,-8,-3,2,-5,5,2,1,0
2016,3107,3196,2016-03-18,7,-1,2,6,-4,-2,-15,-8,-9,-12,1,1,-5,1,-1,1,0
2016,3113,3308,2016-03-18,-13,1,22,11,1,3,-5,-3,-4,-4,6,13,-3,3,1,0,0
2016,3120,3385,2016-03-18,1,0,11,5,12,-2,2,3,9,8,-2,6,-8,9,4,-2,0
2016,3124,3225,2016-03-18,-15,1,30,13,2,0,-21,4,4,5,18,13,3,-1,8,-1,0
2016,3177,3241,2016-03-18,-5,0,30,15,-3,7,4,-7,-8,-1,17,17,5,0,-4,0,0
2016,3203,3243,2016-03-18,1,0,-5,-6,3,-4,-6,11,6,10,7,-6,6,-3,1,-3,1
2016,3146,3257,2016-03-18,-11,1,-27,-11,8,4,10,-9,-11,7,-10,-8,1,-4,-5,3,1
2016,3125,3277,2016-03-18,-9,0,-14,-9,-10,1,5,3,4,-5,-2,2,-1,-1,-1,-3,1
2016,3151,3280,2016-03-18,-7,1,-10,-1,-12,-1,1,-7,-11,-16,1,-1,2,0,-2,-1,1
2016,3138,3326,2016-03-18,-11,1,-19,-11,11,1,11,2,-4,10,-8,-8,1,-2,-8,5,1
2016,3333,3407,2016-03-18,-13,1,42,17,-5,2,1,6,7,2,21,18,4,4,3,-13,0
2016,3239,3376,2016-03-18,-15,1,-36,-15,-14,1,-3,-7,-15,-9,-5,-7,11,-10,1,13,1
2016,3329,3382,2016-03-18,3,0,-11,-8,-2,0,-1,5,11,1,-6,0,-1,-4,2,-5,1
2016,3119,3393,2016-03-18,-9,1,-17,-5,-15,0,-8,-7,-4,-7,0,6,9,-1,-2,1,1
2016,3397,3453,2016-03-18,-3,0,6,1,-5,0,-5,4,7,-4,2,7,-1,-3,2,-2,0
2016,3343,3452,2016-03-18,-5,0,-9,2,0,-1,-4,-12,-14,-2,1,-3,4,-6,-3,8,1
2016,3163,3352,2016-03-19,-15,1,52,15,12,1,-2,21,21,4,7,10,-17,16,3,-11,0
2016,3182,3371,2016-03-19,1,0,21,5,-2,-2,-11,13,15,0,6,6,-4,0,-3,-7,0
2016,3199,3292,2016-03-19,-7,0,17,5,2,3,-2,4,7,8,11,-1,4,3,1,0,0
2016,3208,3231,2016-03-19,1,0,-4,4,11,3,10,-15,-21,3,0,10,3,-3,4,9,1
2016,3246,3421,2016-03-19,-11,1,54,20,3,5,-9,9,9,1,18,13,-5,4,4,-6,0
2016,3233,3268,2016-03-19,-13,1,-16,-7,17,7,24,-9,-12,3,-20,-5,-8,0,0,3,1
2016,3140,3281,2016-03-19,3,0,-9,0,9,-1,2,-8,-10,-1,-9,-9,-5,2,2,7,1
2016,3299,3323,2016-03-19,-15,1,-34,-12,9,1,11,-11,-6,5,-19,-16,-2,5,-4,3,1
2016,3328,3345,2016-03-19,-5,0,16,4,-13,2,5,6,1,-10,10,0,3,1,10,0,0
2016,3274,3355,2016-03-19,7,0,-3,3,18,-2,3,-7,-11,3,-14,1,-12,7,3,5,1
2016,3161,3378,2016-03-19,-5,0,-3,1,-7,3,1,-8,-12,-7,4,3,6,-1,2,7,1
2016,3362,3390,2016-03-19,-9,1,-27,-11,1,-6,-5,1,5,-7,-20,-10,-7,1,-4,3,1
2016,3106,3400,2016-03-19,-13,1,-44,-20,-15,0,-2,-4,-4,-7,-14,-4,6,-8,-5,8,1
2016,3283,3401,2016-03-19,-9,1,-9,-5,8,3,14,-2,1,-3,-17,-1,-12,12,-5,0,1
2016,3218,3417,2016-03-19,-11,1,-16,-14,1,1,15,11,14,9,-6,-4,-1,-2,-4,-6,1
2016,3335,3449,2016-03-19,-3,0,-12,-5,-11,0,-2,-2,-6,-5,3,-2,11,-9,3,1,1
2016,3120,3124,2016-03-20,-8,1,-32,-10,4,-3,-1,-9,-9,1,-13,-13,2,-7,-10,7,1
2016,3177,3257,2016-03-20,3,-1,1,-4,-8,1,0,8,11,-5,-3,0,-2,-4,1,-4,0
2016,3277,3280,2016-03-20,1,-1,-2,-2,-13,-1,-10,3,3,-7,3,-1,5,-2,-2,1,1
2016,3326,3452,2016-03-20,-3,1,7,-5,5,1,-3,16,20,0,-9,-4,-18,9,-6,-11,0
2016,3333,3382,2016-03-20,-8,1,29,11,5,4,13,3,9,6,9,5,-1,-1,1,-6,0
2016,3243,3376,2016-03-20,-8,1,-26,-8,-4,-4,-8,-6,-13,-6,-9,-2,5,-2,-4,4,1
2016,3107,3393,2016-03-20,-8,1,-17,-4,-2,-6,-16,-3,-3,4,2,1,6,-1,-2,4,1
2016,3113,3397,2016-03-20,5,-1,-11,-6,3,7,16,-6,-6,2,-8,4,1,-2,-2,4,1
2016,3163,3182,2016-03-21,-8,1,46,18,7,1,-8,9,12,6,14,10,-5,3,6,-5,0
2016,3199,3401,2016-03-21,1,-1,18,2,3,3,7,11,12,6,3,-1,-2,4,-2,-7,0
2016,3246,3328,2016-03-21,-3,1,21,4,-8,0,-9,13,19,-6,7,1,-3,-1,3,-9,0
2016,3231,3323,2016-03-21,-8,1,-17,-7,-5,3,6,-6,-7,-1,-1,-2,6,-2,-2,7,1
2016,3355,3390,2016-03-21,-8,1,-1,1,7,0,-2,-3,-9,1,-5,-7,-4,1,-4,6,1
2016,3281,3400,2016-03-21,-8,1,-18,-14,-22,0,9,10,6,-12,-2,-10,5,-5,0,-2,1
2016,3378,3417,2016-03-21,-3,1,-5,-4,-2,1,5,2,-4,-5,-4,-8,0,-4,-2,-1,1
2016,3268,3449,2016-03-21,5,-1,-9,2,8,2,-1,-15,-17,2,-4,1,3,-2,0,7,1
2016,3323,3390,2016-03-25,3,0,-6,1,10,-7,-14,-1,-5,6,0,-7,1,-2,1,5,1
2016,3376,3393,2016-03-25,3,0,-8,-1,-13,0,9,-6,-7,-9,4,14,8,3,2,8,1
2016,3326,3397,2016-03-25,4,0,-16,-9,5,6,23,-4,-5,-7,-20,-11,-11,8,2,8,1
2016,3246,3449,2016-03-25,4,0,-13,-1,13,-6,-7,-5,-7,8,-6,-3,0,-1,-3,5,1
2016,3124,3199,2016-03-26,-4,0,20,7,-2,-1,-5,7,6,-4,4,5,-4,0,2,-6,0
2016,3163,3280,2016-03-26,-4,0,60,19,-4,6,0,16,17,-4,19,16,-8,6,9,-7,0
2016,3177,3333,2016-03-26,-4,0,-12,-6,1,1,2,-1,-1,-3,-8,-4,-2,2,-3,-2,1
2016,3400,3417,2016-03-26,-1,0,8,8,3,1,-4,-9,-12,-2,8,1,3,-1,-3,2,0
2016,3393,3397,2016-03-27,-3,0,22,8,8,8,8,-2,-2,-7,-5,-2,-14,9,0,2,0
2016,3390,3449,2016-03-27,3,0,-9,-4,14,6,14,-7,-9,12,-10,4,1,-2,-7,4,1
2016,3163,3400,2016-03-28,-1,0,21,5,-9,4,-4,7,6,-10,5,11,-1,-6,3,-11,0
2016,3124,3333,2016-03-28,1,0,-3,6,18,-6,-13,-9,-4,5,-11,-3,-11,8,-1,2,1
2016,3163,3333,2016-04-03,-1,0,29,16,6,3,-2,-6,-4,-3,5,11,-8,3,-1,-2,0
2016,3393,3449,2016-04-03,-3,0,21,10,19,1,8,0,1,13,5,2,-8,6,-2,-4,0
2016,3163,3393,2016-04-05,-3,0,31,6,-8,4,0,15,13,0,16,16,5,-2,2,-9,0
2017,3113,3277,2017-03-17,-1,0,12,6,12,2,5,-2,-4,5,1,13,-7,4,-1,-1,0
2017,3166,3405,2017-03-17,-3,0,27,6,-7,8,13,7,6,-3,12,5,1,1,4,-1,0
2017,3177,3320,2017-03-17,-3,0,21,14,13,7,8,-14,-16,5,6,12,4,-1,-1,10,0
2017,3199,3442,2017-03-17,-11,1,21,12,8,-9,-15,6,7,13,18,2,3,1,6,-1,0
2017,3125,3246,2017-03-17,-9,1,-3,1,3,2,5,-7,-10,1,4,-4,6,-2,2,8,1
2017,3137,3268,2017-03-17,-11,1,-42,-22,-18,1,11,1,-3,-5,-5,-12,15,-10,-4,3,1
2017,3280,3407,2017-03-17,-13,1,41,11,2,7,-9,12,19,4,9,6,-7,6,5,-8,0
2017,3281,3378,2017-03-17,-5,0,2,4,2,0,7,-6,-10,-1,4,-1,3,-2,3,4,0
2017,3120,3301,2017-03-17,-5,0,-14,-5,8,-5,-11,1,5,2,-16,-1,-10,7,2,2,1
2017,3323,3352,2017-03-17,-15,1,30,15,-3,-3,-12,3,5,7,22,10,7,-2,6,1,0
2017,3326,3443,2017-03-17,-7,0,7,5,-13,-1,-17,-2,0,-8,7,12,8,-3,2,2,0
2017,3253,3333,2017-03-17,-13,1,-1,-3,6,8,2,-3,-4,-4,-11,-4,-5,0,-8,12,1
2017,3345,3453,2017-03-17,1,0,12,-2,-29,-4,-24,20,23,-8,20,0,11,-3,0,-9,0
2017,3376,3421,2017-03-17,-15,1,50,22,7,-1,3,7,8,4,15,14,-9,8,2,1,0
2017,3146,3400,2017-03-17,-11,1,-28,-11,3,-1,0,-5,-8,-9,-23,-9,-11,3,-11,-3,1
2017,3189,3452,2017-03-17,-5,0,-13,-3,4,-4,-2,-3,-2,0,-9,-8,2,1,1,0,1
2017,3124,3411,2017-03-18,-15,1,89,40,18,5,-2,4,2,10,31,30,-7,5,9,-3,0
2017,3143,3261,2017-03-18,1,0,3,-1,-18,5,10,0,-5,-10,10,4,11,-4,3,1,0
2017,3107,3163,2017-03-18,-15,1,-61,-22,-4,-9,-4,-8,-8,2,-17,-23,9,-9,-6,3,1
2017,3181,3214,2017-03-18,-13,1,63,22,-11,1,-16,18,13,-6,27,17,-2,3,9,-7,0
2017,3179,3243,2017-03-18,-3,1,-13,-7,-3,-1,3,2,4,-5,-10,-7,-2,2,-4,2,1
2017,3151,3257,2017-03-18,-9,1,-20,-15,-3,3,15,7,4,3,-8,-17,3,-4,-1,-6,1
2017,3195,3274,2017-03-18,-9,1,-2,2,12,8,20,-14,-14,-2,-13,6,-8,0,-2,5,1
2017,3211,3328,2017-03-18,-5,0,-13,1,18,-7,-5,-8,-6,12,-3,3,-4,2,-8,1,1
2017,3332,3396,2017-03-18,3,0,1,1,-4,0,0,-1,2,-1,0,3,0,0,7,-2,0
2017,3266,3346,2017-03-18,7,0,-3,-3,5,1,-2,2,-1,6,1,-6,2,-2,-4,0,1
2017,3308,3390,2017-03-18,-13,0,-8,-4,-10,0,-5,0,3,-7,-2,-7,1,-5,-11,0,1
2017,3235,3393,2017-03-18,-1,0,-20,-4,-4,-7,-2,-5,-6,-1,-1,-3,6,-8,1,-3,1
2017,3173,3397,2017-03-18,-7,0,-9,-1,13,4,15,-11,-19,2,-6,2,-1,-3,-2,10,1
2017,3335,3401,2017-03-18,-7,0,-2,3,-13,4,9,-12,-16,-13,2,5,5,-5,3,3,1
2017,3129,3417,2017-03-18,-9,1,-27,-11,15,-3,12,-2,-10,13,-11,-17,3,-8,-6,-2,1
2017,3286,3449,2017-03-18,-11,1,-28,-9,-8,0,5,-10,-13,-5,-6,2,8,-5,-1,8,1
2017,3199,3281,2017-03-19,-3,1,22,3,-4,2,-6,14,20,-1,7,1,-6,3,1,-10,0
2017,3268,3452,2017-03-19,-3,1,27,14,2,5,4,-6,-4,-3,4,6,-4,7,-1,1,0
2017,3177,3280,2017-03-19,-5,1,-21,-4,3,6,17,-19,-19,-7,-15,1,1,-4,1,11,1
2017,3323,3345,2017-03-19,-8,1,6,4,4,1,-3,-3,-4,2,0,1,0,4,-2,2,0
2017,3246,3326,2017-03-19,1,-1,-14,-8,0,-3,-6,5,1,6,1,-8,6,-5,-5,-4,1
2017,3166,3333,2017-03-19,-5,1,-12,-4,-1,-2,-5,-2,-3,-5,-8,-8,-4,1,-4,3,1
2017,3113,3376,2017-03-19,-7,1,-3,2,9,1,-1,-8,-8,7,0,3,3,-2,-5,3,1
2017,3301,3400,2017-03-19,-3,1,-4,-4,-8,-3,-2,7,6,-8,-5,-7,-5,4,-8,2,1
2017,3124,3143,2017-03-20,-8,1,40,17,13,3,4,3,8,5,6,19,-11,10,3,-5,0
2017,3163,3393,2017-03-20,-7,1,30,7,-7,4,3,12,15,16,16,22,1,3,4,-6,0
2017,3257,3397,2017-03-20,-1,1,11,9,6,2,-2,-9,-11,-4,-28,5,-2,2,-3,3,0
