TeamID,TeamName,Sports,BetExp,Name0,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10
1370,Seattle,Seattle,Seattle,Seattle,seattle,seattle u,seattle-u,,,,,,,
1371,Seton Hall,Seton Hall,Seton Hall,Seton Hall,seton hall,seton-hall,,,,,,,,
1372,Stephen F Austin,Stephen F. Austin,Stephen F. Austin,SF Austin,sf austin,sfa,stephen f. austin,stephen-f-austin,,,,,,
1373,Siena,Siena,Siena,Siena,siena,,,,,,,,,
1374,Southern Methodist,Southern Methodist,SMU Mustangs,SMU,smu,southern methodist,southern-methodist,,,,,,,
1375,South Alabama,South Alabama,South Alabama,South Alabama,south ala.,south alabama,south-ala,south-alabama,,,,,,
1376,South Carolina,South Carolina,South Carolina,South Carolina,south carolina,south-carolina,,,,,,,,
1377,South Dakota,South Dakota,South Dakota Coyotes,South Dakota,south dakota,south-dakota,,,,,,,,
1378,South Florida,South Florida,South Florida,South Florida,south fla.,south florida,south-fla,south-florida,,,,,,
1379,Southern Mississippi,Southern Mississippi,Southern Miss,Southern Miss,southern miss,southern miss.,southern mississippi,southern-miss,southern-mississippi,,,,,
1380,Southern,Southern,Southern Univ.,Southern Univ,southern,southern u,southern u.,southern un,southern univ,southern-u,southern-university,,,
1381,Southern Utah,Southern Utah,Southern Utah,Southern Utah,southern utah,southern-utah,,,,,,,,
1382,St Bonaventure,St. Bonaventure,St. Bonaventure,St Bonaventure,saint bonaventure,st bonaventure,st-bonaventure,st. bonaventure,,,,,,
1383,St Francis NY,St. Francis (NY),St. Francis Brooklyn,St Francis NY,saint francis (ny),st francis (ny),st francis ny,st-francis-brooklyn,st-francis-ny,st. francis (bkn),st. francis (ny),st. francis brooklyn,st. francis-ny,
1384,St Francis PA,Saint Francis (PA),St. Francis (PA),St Francis PA,saint francis (pa),saint-francis-pa,st francis (pa),st francis pa,st-francis-pa,st. francis (pa),,,,
1385,St Johns NY,St. John's (NY),St. John's (N.Y.),St John's,saint john`s,st john's,st john's (ny),st-johns,st-johns-ny,st. john's,st. john's (ny),st. john`s (ny),st. johns,
1386,St Josephs,Saint Joseph's,Saint Josephs,St Joseph's PA,saint joseph's,saint joseph`s,saint josephs,saint-josephs,sju (pa),st joseph's,st joseph's pa,st-josephs-pa,st. joseph's,st. joseph's pa
1387,Saint Louis,Saint Louis,St. Louis,St Louis,saint louis,saint-louis,saintlouis,st louis,,,,,,
1388,St Marys CA,Saint Mary's (CA),St. Marys (CA),St Mary's CA,saint mary's,saint mary's (ca),saint mary`s,saint-marys,saint-marys-ca,st mary's (ca),st mary's ca,st-marys-ca,st. mary's,st. mary`s (ca)
1389,St Peters,Saint Peter's,St. Peters,St Peter's,saint peter's,saint peter`s,saint peters,saint-peters,st peter's,st-peters,st. peter's,,,
1390,Stanford,Stanford,Stanford,Stanford,stanford,,,,,,,,,
1391,Stetson,Stetson,Stetson,Stetson,stetson,,,,,,,,,
1392,Stony Brook,Stony Brook,Stony Brook,Stony Brook,stony brook,stony-brook,,,,,,,,
1393,Syracuse,Syracuse,Syracuse,Syracuse,syracuse,,,,,,,,,
1394,TAM Corpus Christi,Texas A&M-Corpus Christi,Texas A&M-CC,TAM C. Christi,a&m-corpus chris,a&m-corpus christi,am-corpus-chris,tam c,tam c. christi,texas a&m cc,texas a&m corpus,texas a&m-cc,texas a&m-corpus christi,texas-am-corpus-christi
1395,TCU,TCU,TCU,TCU,tcu,texas christian,texas-christian,,,,,,,
1396,Temple,Temple,Temple,Temple,temple,,,,,,,,,
1397,Tennessee,Tennessee,Tennessee,Tennessee,tennessee,,,,,,,,,
1398,Tennessee State,Tennessee State,Tennessee State,Tennessee St,tennessee st,tennessee st.,tennessee state,tennessee-st,tennessee-state,,,,,
1399,Tennessee Tech,Tennessee Tech,Tennessee Tech,Tennessee Tech,tennessee tech,tennessee-tech,,,,,,,,
1400,Texas,Texas,Texas,Texas,texas,,,,,,,,,
1401,Texas A&M,Texas A&M,Texas A&M,Texas A&M,texas a&m,texas-am,texasa&m,,,,,,,
1402,Texas State,Texas State,Texas State,Texas St,texas st,texas st.,texas state,texas-st,texas-state,,,,,
1403,Texas Tech,Texas Tech,Texas Tech,Texas Tech,texas tech,texas-tech,,,,,,,,
1404,Tennessee-Martin,Tennessee-Martin,UT Martin,TN Martin,tenn-martin,tennessee-martin,tn martin,ut martin,ut-martin,,,,,
1405,Toledo,Toledo,Toledo,Toledo,toledo,,,,,,,,,
1406,Towson,Towson,Towson,Towson,towson,,,,,,,,,
1407,Troy,Troy,Troy,Troy,troy,troy st.,,,,,,,,
1408,Tulane,Tulane,Tulane,Tulane,tulane,,,,,,,,,
1409,Tulsa,Tulsa,Tulsa,Tulsa,tulsa,,,,,,,,,
1410,Texas-Rio Grande Valley,Texas-Rio Grande Valley,UTRGV,UTRGV,tex.-pan american,texas rio grande valley,texas-pan american,texas-pan-american,texas-rio grande valley,tx pan american,utrgv,,,
1411,Texas Southern,Texas Southern,Texas Southern,TX Southern,texas southern,texas-southern,tx southern,,,,,,,
1412,UAB,UAB,UAB,UAB,alabama-birmingham,uab,,,,,,,,
1413,UC Davis,UC Davis,UC Davis,UC Davis,california-davis,uc davis,uc-davis,,,,,,,
1414,UC Irvine,UC Irvine,UC Irvine,UC Irvine,california-irvine,uc irvine,uc-irvine,,,,,,,
1415,UC Riverside,UC Riverside,UC Riverside,UC Riverside,cal riverside,california-riverside,uc riverside,uc-riverside,,,,,,
1416,Central Florida,Central Florida,UCF Knights,UCF,central florida,central florida(ucf),central-florida,ucf,,,,,,
1417,UCLA,UCLA,UCLA,UCLA,ucla,,,,,,,,,
1418,Louisiana,Louisiana,Louisiana Lafayette,Louisiana,la.-lafayette,louisiana,louisiana-lafayette,ull,,,,,,
1419,Louisiana-Monroe,Louisiana-Monroe,Louisiana Monroe,ULM,la-monroe,la.-monroe,louisiana-monroe,ulm,,,,,,
1420,UMBC,Maryland-Baltimore County,UMBC Retrievers,UMBC,maryland-baltimore county,maryland-baltimore-county,md baltimore co,md baltimore cty,umbc,,,,,
1421,NC Asheville,UNC Asheville,UNC Asheville,UNC Asheville,n.c. asheville,nc asheville,north carolina-asheville,north-carolina-asheville,unc asheville,unc-asheville,,,,
1422,NC Greensboro,UNC Greensboro,NC Greensboro,UNC Greensboro,nc greensboro,nc-greensboro,north carolina-greensboro,north-carolina-greensboro,unc greensboro,uncg,,,,
1423,NC Wilmington,UNC Wilmington,NC Wilmington,UNC Wilmington,nc wilmington,nc-wilmington,north carolina-wilmington,north-carolina-wilmington,unc wilmington,uncw,,,,
1424,UNLV,Nevada-Las Vegas,UNLV,UNLV,nevada-las vegas,nevada-las-vegas,unlv,,,,,,,
1425,Southern California,Southern California,USC,USC,southern california,southern-california,usc,,,,,,,
1426,UT Arlington,UT Arlington,UT Arlington,UT Arlington,texas arlington,texas-arlington,ut arlington,ut-arlington,,,,,,
1427,UTSA,UTSA,UTSA Roadrunners,UT San Antonio,texas san antonio,texas-san antonio,texas-san antonio(ut,texas-san-antonio,ut san antonio,utsa,,,,
1428,Utah,Utah,Utah Utes,Utah,utah,,,,,,,,,
1429,Utah State,Utah State,Utah State,Utah St,utah st,utah st.,utah state,utah-st,utah-state,,,,,
1430,Utah Valley,Utah Valley,Utah Valley State,Utah Valley,utah valley,utah valley st.,utah-valley,utah-valley-state,,,,,,
1431,UTEP,UTEP,UTEP,UTEP,texas-el paso,texas-el-paso,utep,,,,,,,
1433,Virginia Commonwealth,Virginia Commonwealth,VCU Rams,VCU,va commonwealth,vcu,vcu(va. commonwealth,virginia commonwealth,virginia-commonwealth,,,,,
1434,Valparaiso,Valparaiso,Valparaiso,Valparaiso,valparaiso,,,,,,,,,
1435,Vanderbilt,Vanderbilt,Vanderbilt,Vanderbilt,vanderbilt,,,,,,,,,
1436,Vermont,Vermont,Vermont,Vermont,vermont,,,,,,,,,
1437,Villanova,Villanova,Villanova,Villanova,villanova,,,,,,,,,
1438,Virginia,Virginia,Virginia,Virginia,virginia,,,,,,,,,
1439,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,virginia tech,virginia-tech,,,,,,,,
1440,VMI,VMI,VMI,VMI,virginia military,virginia military institute,virginia-military-institute,vmi,,,,,,
1441,Western Carolina,Western Carolina,Western Carolina,W Carolina,estern carolina,w carolina,western caro.,western carolina,western-caro,western-carolina,,,,
1442,Western Illinois,Western Illinois,Western Illinois,W Illinois,w illinois,western ill.,western illinois,western-ill,western-illinois,,,,,
1443,Western Kentucky,Western Kentucky,Western Kentucky,WKU,w kentucky,western kentucky,western ky.,western-kentucky,western-ky,wku,,,,
1444,Western Michigan,Western Michigan,Western Michigan,W Michigan,w michigan,western mich.,western michigan,western-mich,western-michigan,,,,,
1447,Wagner,Wagner,Wagner,Wagner,wagner,,,,,,,,,
1448,Wake Forest,Wake Forest,Wake Forest,Wake Forest,wake forest,wake-forest,,,,,,,,
1449,Washington,Washington,Washington,Washington,washington,,,,,,,,,
1450,Washington State,Washington State,Washington State,Washington St,washington st,washington st.,washington state,washington-st,washington-state,,,,,
1451,Weber State,Weber State,Weber State,Weber St,weber st,weber st.,weber state,weber-st,weber-state,,,,,
1452,West Virginia,West Virginia,West Virginia,West Virginia,west virginia,west-virginia,,,,,,,,
1453,WI-Green Bay,Green Bay,Wisc. Green Bay,WI Green Bay,green bay,green-bay,wi green bay,wis.-green bay,wisconsin-green bay,wisconsin-green-bay,,,,
1454,WI-Milwaukee,Milwaukee,Wisc. Milwaukee,WI Milwaukee,milwaukee,wi milwaukee,wis.-milwaukee,wisconsin-milwaukee,,,,,,
1455,Wichita State,Wichita State,Wichita State,Wichita St,wichita st,wichita st.,wichita state,wichita-st,wichita-state,wichitastate,,,,
1456,William & Mary,William & Mary,William & Mary,William & Mary,william & mary,william--mary,william-mary,,,,,,,
1457,Winthrop,Winthrop,Winthrop,Winthrop,winthrop,,,,,,,,,
1458,Wisconsin,Wisconsin,Wisconsin,Wisconsin,wisconsin,,,,,,,,,
1459,Wofford,Wofford,Wofford,Wofford,wofford,,,,,,,,,
1460,Wright State,Wright State,Wright State,Wright St,wright st,wright st.,wright state,wright-st,wright-state,,,,,
1461,Wyoming,Wyoming,Wyoming,Wyoming,wyoming,,,,,,,,,
1462,Xavier,Xavier,Xavier,Xavier,xavier,,,,,,,,,
1463,Yale,Yale,Yale,Yale,yale,,,,,,,,,
1464,Youngstown State,Youngstown State,Youngstown State,Youngstown St,youngstown st,youngstown st.,youngstown state,youngstown-st,youngstown-state,,,,,
1465,California Baptist,California Baptist,California Baptist,Cal Baptist,cal baptist,california baptist,,,,,,,,
1466,North Alabama,North Alabama,North Alabama,North Alabama,north ala.,north alabama,,,,,,,,
1467,Merrimack,Merrimack,Merrimack Warriors,Merrimack,merrimack,,,,,,,,,
1468,Bellarmine,Bellarmine,Bellarmine,Bellarmine,bellarmine,,,,,,,,,
1469,Utah Tech,Utah Tech,Utah Tech,Utah Tech,dixie st,dixie state,utah tech,,,,,,,
1470,Tarleton State,Tarleton State,Tarleton,Tarleton St,tarleton st,tarleton state,,,,,,,,
1471,UC San Diego,UC San Diego,UC San Diego,UC San Diego,uc san diego,,,,,,,,,
1472,St Thomas,St. Thomas,St. Thomas (Minn.),St Thomas MN,saint thomas (minn.),st thomas mn,,,,,,,,
1473,Lindenwood,Lindenwood,,Lindenwood,lindenwood,,,,,,,,,
1474,Queens NC,Queens (NC),,Queens NC,queens nc,,,,,,,,,
1475,Southern Indiana,Southern Indiana,,Southern Indiana,southern indiana,,,,,,,,,
1476,Stonehill,Stonehill,,Stonehill,stonehill,,,,,,,,,
1477,TAM Commerce,Texas A&M-Commerce,,TX A&M Commerce,tx a&m commerce,,,,,,,,,
