,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10,TeamID,Name1,Abilene Christian,
321,nc greensboro,nc-greensboro,north carolina-greensboro,north-carolina-greensboro,unc greensboro,uncg,,,,,1422,nc greensboro,NC Greensboro,
322,nc wilmington,nc-wilmington,north carolina-wilmington,north-carolina-wilmington,unc wilmington,uncw,,,,,1423,nc wilmington,NC Wilmington,
323,nevada-las vegas,nevada-las-vegas,unlv,,,,,,,,1424,nevada-las vegas,UNLV,
324,southern california,southern-california,usc,,,,,,,,1425,southern california,USC,
325,texas arlington,texas-arlington,ut arlington,ut-arlington,,,,,,,1426,texas arlington,UT Arlington,
326,texas san antonio,texas-san antonio,texas-san antonio(ut,texas-san-antonio,ut san antonio,utsa,,,,,1427,texas san antonio,UTSA Roadrunners,
327,utah,,,,,,,,,,1428,utah,Utah Utes,
328,utah st,utah st.,utah state,utah-st,utah-state,,,,,,1429,utah st,Utah State,
329,utah valley,utah valley st.,utah-valley,utah-valley-state,,,,,,,1430,utah valley,Utah Valley State,
330,texas-el paso,texas-el-paso,utep,,,,,,,,1431,texas-el paso,UTEP,
331,utica,,,,,,,,,,1432,utica,,
332,va commonwealth,vcu,vcu(va. commonwealth,virginia commonwealth,virginia-commonwealth,,,,,,1433,va commonwealth,VCU Rams,
333,valparaiso,,,,,,,,,,1434,valparaiso,Valparaiso,
334,vanderbilt,,,,,,,,,,1435,vanderbilt,Vanderbilt,
335,vermont,,,,,,,,,,1436,vermont,Vermont,
336,villanova,,,,,,,,,,1437,villanova,Villanova,
337,virginia,,,,,,,,,,1438,virginia,Virginia,
338,virginia tech,virginia-tech,,,,,,,,,1439,virginia tech,Virginia Tech,
339,virginia military,virginia military institute,virginia-military-institute,vmi,,,,,,,1440,virginia military,VMI,
340,estern carolina,w carolina,western caro.,western carolina,western-caro,western-carolina,,,,,1441,estern carolina,,
341,w illinois,western ill.,western illinois,western-ill,western-illinois,,,,,,1442,w illinois,Western Illinois,
342,w kentucky,western kentucky,western ky.,western-kentucky,western-ky,wku,,,,,1443,w kentucky,Western Kentucky,
343,w michigan,western mich.,western michigan,western-mich,western-michigan,,,,,,1444,w michigan,Western Michigan,
344,w salem st,winston salem,winston-salem,winston-salem-state,,,,,,,1445,w salem st,,
345,w texas a&m,west texas a&m,,,,,,,,,1446,w texas a&m,,
346,wagner,,,,,,,,,,1447,wagner,Wagner,
347,wake forest,wake-forest,,,,,,,,,1448,wake forest,Wake Forest,
348,washington,,,,,,,,,,1449,washington,Washington,
349,washington st,washington st.,washington state,washington-st,washington-state,,,,,,1450,washington st,Washington State,
350,weber st,weber st.,weber state,weber-st,weber-state,,,,,,1451,weber st,Weber State,
351,west virginia,west-virginia,,,,,,,,,1452,west virginia,West Virginia,
352,green bay,green-bay,wi green bay,wis.-green bay,wisconsin-green bay,wisconsin-green-bay,,,,,1453,green bay,Wisc. Green Bay,
353,milwaukee,wi milwaukee,wis.-milwaukee,wisconsin-milwaukee,,,,,,,1454,milwaukee,Wisc. Milwaukee,
354,wichita st,wichita st.,wichita state,wichita-st,wichita-state,wichitastate,,,,,1455,wichita st,Wichita State,
355,william & mary,william--mary,william-mary,,,,,,,,1456,william & mary,William & Mary,
356,winthrop,,,,,,,,,,1457,winthrop,Winthrop,
357,wisconsin,,,,,,,,,,1458,wisconsin,Wisconsin,
358,wofford,,,,,,,,,,1459,wofford,Wofford,
359,wright st,wright st.,wright state,wright-st,wright-state,,,,,,1460,wright st,Wright State,
360,wyoming,,,,,,,,,,1461,wyoming,Wyoming,
361,xavier,,,,,,,,,,1462,xavier,Xavier,
362,yale,,,,,,,,,,1463,yale,Yale,
363,youngstown st,youngstown st.,youngstown state,youngstown-st,youngstown-state,,,,,,1464,youngstown st,Youngstown State,
364,cal baptist,california baptist,,,,,,,,,1465,cal baptist,,
365,north ala.,north alabama,,,,,,,,,1466,north ala.,,
366,merrimack,,,,,,,,,,1467,merrimack,,
367,bellarmine,,,,,,,,,,1468,bellarmine,,
368,dixie st,dixie state,utah tech,,,,,,,,1469,dixie st,,
369,tarleton st,tarleton state,,,,,,,,,1470,tarleton st,Tarleton,
370,uc san diego,,,,,,,,,,1471,uc san diego,UC San Diego,
371,saint thomas (minn.),st thomas mn,,,,,,,,,1472,saint thomas (minn.),St. Thomas (Minn.),
372,lindenwood,,,,,,,,,,1473,lindenwood,,
373,queens nc,,,,,,,,,,1474,queens nc,,
374,southern indiana,,,,,,,,,,1475,southern indiana,,
375,stonehill,,,,,,,,,,1476,stonehill,,
376,tx a&m commerce,,,,,,,,,,1477,tx a&m commerce,,
