TeamID,TeamName,Name0,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10,Name11
3399,Tennessee Tech,Tennessee Tech,tennessee tech,tennessee-tech,,,,,,,,,Tennessee Tech
3400,Texas,Texas,texas,,,,,,,,,,Texas
3401,Texas A&M,Texas AM,texas a&m,texas-am,texasa&m,,,,,,,,Texas A&M
3402,Texas St,Texas State,texas st,texas st.,texas state,texas-st,texas-state,,,,,,Texas State
3403,Texas Tech,Texas Tech,texas tech,texas-tech,,,,,,,,,Texas Tech
3404,TN Martin,UT Martin,tenn-martin,tennessee-martin,tn martin,ut martin,ut-martin,,,,,,UT Martin
3405,Toledo,Toledo,toledo,,,,,,,,,,Toledo
3406,Towson,Towson,towson,,,,,,,,,,Towson
3407,Troy,Troy,troy,troy st.,,,,,,,,,Troy
3408,Tulane,Tulane,tulane,,,,,,,,,,Tulane
3409,Tulsa,Tulsa,tulsa,,,,,,,,,,Tulsa
3410,UTRGV,Texas Pan American,tex.-pan american,texas rio grande valley,texas-pan american,texas-pan-american,texas-rio grande valley,tx pan american,utrgv,,,,UTRGV
3411,TX Southern,Texas Southern,texas southern,texas-southern,tx southern,,,,,,,,Texas Southern
3412,UAB,Alabama Birmingham,alabama-birmingham,uab,,,,,,,,,UAB
3413,UC Davis,UC Davis,california-davis,uc davis,uc-davis,,,,,,,,UC Davis
3414,UC Irvine,UC Irvine,california-irvine,uc irvine,uc-irvine,,,,,,,,UC Irvine
3415,UC Riverside,UC Riverside,cal riverside,california-riverside,uc riverside,uc-riverside,,,,,,,UC Riverside
3416,UCF,Central Florida,central florida,central florida(ucf),central-florida,ucf,,,,,,,UCF Knights
3417,UCLA,UC Los Angeles,ucla,,,,,,,,,,UCLA
3418,Louisiana,UL Lafayette,la.-lafayette,louisiana,louisiana-lafayette,ull,,,,,,,Louisiana Lafayette
3419,ULM,UL Monroe,la-monroe,la.-monroe,louisiana-monroe,ulm,,,,,,,Louisiana Monroe
3420,UMBC,MD Baltimore County,maryland-baltimore county,maryland-baltimore-county,md baltimore co,md baltimore cty,umbc,,,,,,UMBC Retrievers
3421,UNC Asheville,NC Asheville,n.c. asheville,nc asheville,north carolina-asheville,north-carolina-asheville,unc asheville,unc-asheville,,,,,UNC Asheville
3422,UNC Greensboro,NC Greensboro,nc greensboro,nc-greensboro,north carolina-greensboro,north-carolina-greensboro,unc greensboro,uncg,,,,,NC Greensboro
3423,UNC Wilmington,NC Wilmington,nc wilmington,nc-wilmington,north carolina-wilmington,north-carolina-wilmington,unc wilmington,uncw,,,,,NC Wilmington
3424,UNLV,Nevada Las Vegas,nevada-las vegas,nevada-las-vegas,unlv,,,,,,,,UNLV
3425,USC,Southern California,southern california,southern-california,usc,,,,,,,,USC
3426,UT Arlington,UT Arlington,texas arlington,texas-arlington,ut arlington,ut-arlington,,,,,,,UT Arlington
3427,UT San Antonio,UT San Antonio,texas san antonio,texas-san antonio,texas-san antonio(ut,texas-san-antonio,ut san antonio,utsa,,,,,UTSA Roadrunners
3428,Utah,Utah,utah,,,,,,,,,,Utah Utes
3429,Utah St,Utah State,utah st,utah st.,utah state,utah-st,utah-state,,,,,,Utah State
3430,Utah Valley,Utah Valley,utah valley,utah valley st.,utah-valley,utah-valley-state,,,,,,,Utah Valley State
3431,UTEP,Texas El Paso,texas-el paso,texas-el-paso,utep,,,,,,,,UTEP
3433,VCU,Virginia Commonwealth,va commonwealth,vcu,vcu(va. commonwealth,virginia commonwealth,virginia-commonwealth,,,,,,VCU Rams
3434,Valparaiso,Valparaiso,valparaiso,,,,,,,,,,Valparaiso
3435,Vanderbilt,Vanderbilt,vanderbilt,,,,,,,,,,Vanderbilt
3436,Vermont,Vermont,vermont,,,,,,,,,,Vermont
3437,Villanova,Villanova,villanova,,,,,,,,,,Villanova
3438,Virginia,Virginia,virginia,,,,,,,,,,Virginia
3439,Virginia Tech,Virginia Tech,virginia tech,virginia-tech,,,,,,,,,Virginia Tech
3441,W Carolina,Western Carolina,estern carolina,w carolina,western caro.,western carolina,western-caro,western-carolina,,,,,Western Carolina
3442,W Illinois,Western Illinois,w illinois,western ill.,western illinois,western-ill,western-illinois,,,,,,Western Illinois
3443,WKU,Western Kentucky,w kentucky,western kentucky,western ky.,western-kentucky,western-ky,wku,,,,,Western Kentucky
3444,W Michigan,Western Michigan,w michigan,western mich.,western michigan,western-mich,western-michigan,,,,,,Western Michigan
3445,W Salem St,Winston-Salem State,w salem st,winston salem,winston-salem,winston-salem-state,,,,,,,
3447,Wagner,Wagner,wagner,,,,,,,,,,Wagner
3448,Wake Forest,Wake Forest,wake forest,wake-forest,,,,,,,,,Wake Forest
3449,Washington,Washington,washington,,,,,,,,,,Washington
3450,Washington St,Washington State,washington st,washington st.,washington state,washington-st,washington-state,,,,,,Washington State
3451,Weber St,Weber State,weber st,weber st.,weber state,weber-st,weber-state,,,,,,Weber State
3452,West Virginia,West Virginia,west virginia,west-virginia,,,,,,,,,West Virginia
3453,WI Green Bay,UW Green Bay,green bay,green-bay,wi green bay,wis.-green bay,wisconsin-green bay,wisconsin-green-bay,,,,,Wisc. Green Bay
3454,WI Milwaukee,UW Milwaukee,milwaukee,wi milwaukee,wis.-milwaukee,wisconsin-milwaukee,,,,,,,Wisc. Milwaukee
3455,Wichita St,Wichita State,wichita st,wichita st.,wichita state,wichita-st,wichita-state,wichitastate,,,,,Wichita State
3456,William & Mary,William Mary,william & mary,william--mary,william-mary,,,,,,,,William & Mary
3457,Winthrop,Winthrop,winthrop,,,,,,,,,,Winthrop
3458,Wisconsin,Wisconsin,wisconsin,,,,,,,,,,Wisconsin
3459,Wofford,Wofford,wofford,,,,,,,,,,Wofford
3460,Wright St,Wright State,wright st,wright st.,wright state,wright-st,wright-state,,,,,,Wright State
3461,Wyoming,Wyoming,wyoming,,,,,,,,,,Wyoming
3462,Xavier,Xavier,xavier,,,,,,,,,,Xavier
3463,Yale,Yale,yale,,,,,,,,,,Yale
3464,Youngstown St,Youngstown State,youngstown st,youngstown st.,youngstown state,youngstown-st,youngstown-state,,,,,,Youngstown State
3465,Cal Baptist,California Baptist,cal baptist,california baptist,,,,,,,,,California Baptist
3466,North Alabama,North Alabama,north ala.,north alabama,,,,,,,,,North Alabama
3467,Merrimack,Merrimack,merrimack,,,,,,,,,,Merrimack Warriors
3468,Bellarmine,Bellarmine,bellarmine,,,,,,,,,,Bellarmine
3469,Utah Tech,Dixie State,dixie st,dixie state,utah tech,,,,,,,,Utah Tech
3470,Tarleton St,Tarleton State,tarleton st,tarleton state,,,,,,,,,Tarleton
3471,UC San Diego,UC San Diego,uc san diego,,,,,,,,,,UC San Diego
3472,St Thomas MN,St Thomas MN,saint thomas (minn.),st thomas mn,,,,,,,,,St. Thomas (Minn.)
3473,Lindenwood,Lindenwood,lindenwood,,,,,,,,,,
3474,Queens NC,Queens NC,queens nc,,,,,,,,,,
3475,Southern Indiana,Southern Indiana,southern indiana,,,,,,,,,,
3476,Stonehill,Stonehill,stonehill,,,,,,,,,,
3477,TX A&M Commerce,Texas AM Commerce,tx a&m commerce,,,,,,,,,,
