Season,StartDate,TeamID,ConfAbbrev,Description,RegionW,RegionX,RegionY,RegionZ
2007,2006-10-30,3288,meac,Mid-Eastern Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3290,swac,Southwest Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3291,nec,Northeast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3292,sun_belt,Sun Belt Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3293,ovc,Ohio Valley Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3294,big_sky,Big Sky Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3295,ind,Independent,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3296,mac,Mid-American Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3298,patriot,Patriot League,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3299,meac,Mid-Eastern Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3301,acc,Atlantic Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3304,big_twelve,Big 12 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3305,wac,Western Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3306,aec,America East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3307,mwc,Mountain West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3308,wac,Western Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3309,sun_belt,Sun Belt Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3310,maac,Metro Atlantic Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3311,southland,Southland Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3312,ind,Independent,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3313,meac,Mid-Eastern Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3314,acc,Atlantic Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3316,a_sun,Atlantic Sun Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3317,sun_belt,Sun Belt Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3318,caa,Colonial Athletic Association,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3319,big_sky,Big Sky Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3320,mvc,Missouri Valley Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3321,big_ten,Big Ten Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3322,southland,Southland Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3323,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3324,mid_cont,Mid-Continent Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3325,mac,Mid-American Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3326,big_ten,Big Ten Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3328,big_twelve,Big 12 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3329,big_twelve,Big 12 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3330,caa,Colonial Athletic Association,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3331,mid_cont,Mid-Continent Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3332,pac_ten,Pacific-10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3333,pac_ten,Pacific-10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3334,big_west,Big West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3335,ivy,Ivy League,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3336,big_ten,Big Ten Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3337,wcc,West Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3338,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3339,wcc,West Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3340,big_sky,Big Sky Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3341,swac,Southwest Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3343,ivy,Ivy League,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3344,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3345,big_ten,Big Ten Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3346,nec,Northeast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3347,big_south,Big South Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3348,a_ten,Atlantic 10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3349,cusa,Conference USA,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3350,a_ten,Atlantic 10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3351,maac,Metro Atlantic Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3352,nec,Northeast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3353,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3354,meac,Mid-Eastern Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3355,ind,Independent,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3356,mvc,Missouri Valley Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3357,nec,Northeast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3358,southland,Southland Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3359,ovc,Ohio Valley Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3360,wcc,West Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3361,mwc,Mountain West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3362,wcc,West Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3363,wac,Western Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3364,big_west,Big West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3365,wcc,West Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3366,ind,Independent,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3368,southland,Southland Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3369,ovc,Ohio Valley Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3371,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3372,southland,Southland Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3373,maac,Metro Atlantic Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3374,cusa,Conference USA,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3375,sun_belt,Sun Belt Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3376,sec,Southeastern Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3378,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3379,cusa,Conference USA,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3380,swac,Southwest Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3381,mid_cont,Mid-Continent Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3382,a_ten,Atlantic 10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3383,nec,Northeast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3384,nec,Northeast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3385,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3386,a_ten,Atlantic 10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3387,a_ten,Atlantic 10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3388,wcc,West Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3389,maac,Metro Atlantic Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3390,pac_ten,Pacific-10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3391,a_sun,Atlantic Sun Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3392,aec,America East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3393,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3394,southland,Southland Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3395,mwc,Mountain West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3396,a_ten,Atlantic 10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3397,sec,Southeastern Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3398,ovc,Ohio Valley Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3399,ovc,Ohio Valley Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3400,big_twelve,Big 12 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3401,big_twelve,Big 12 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3402,southland,Southland Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3403,big_twelve,Big 12 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3404,ovc,Ohio Valley Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3405,mac,Mid-American Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3406,caa,Colonial Athletic Association,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3407,sun_belt,Sun Belt Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3408,cusa,Conference USA,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3409,cusa,Conference USA,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3410,ind,Independent,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3411,swac,Southwest Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3412,cusa,Conference USA,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3413,ind,Independent,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3414,big_west,Big West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3415,big_west,Big West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3416,cusa,Conference USA,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3417,pac_ten,Pacific-10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3418,sun_belt,Sun Belt Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3419,sun_belt,Sun Belt Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3420,aec,America East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3421,big_south,Big South Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3422,southern,Southern Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3423,caa,Colonial Athletic Association,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3424,mwc,Mountain West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3425,pac_ten,Pacific-10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3426,southland,Southland Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3427,southland,Southland Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3428,mwc,Mountain West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3429,wac,Western Athletic Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3430,ind,Independent,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3431,cusa,Conference USA,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3433,caa,Colonial Athletic Association,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3434,mid_cont,Mid-Continent Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3435,sec,Southeastern Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3436,aec,America East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3437,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3438,acc,Atlantic Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3439,acc,Atlantic Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3441,southern,Southern Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3442,mid_cont,Mid-Continent Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3443,sun_belt,Sun Belt Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3444,mac,Mid-American Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3445,ind,Independent,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3447,nec,Northeast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3448,acc,Atlantic Coast Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3449,pac_ten,Pacific-10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3450,pac_ten,Pacific-10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3451,big_sky,Big Sky Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3452,big_east,Big East Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3453,horizon,Horizon League,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3454,horizon,Horizon League,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3455,mvc,Missouri Valley Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3456,caa,Colonial Athletic Association,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3457,big_south,Big South Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3458,big_ten,Big Ten Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3459,southern,Southern Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3460,horizon,Horizon League,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3461,mwc,Mountain West Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3462,a_ten,Atlantic 10 Conference,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3463,ivy,Ivy League,Dallas,Dayton,Fresno,Greensboro
2007,2006-10-30,3464,horizon,Horizon League,Dallas,Dayton,Fresno,Greensboro
2008,2007-11-05,3102,mwc,Mountain West Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3103,mac,Mid-American Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3104,sec,Southeastern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3105,swac,Southwest Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3106,swac,Southwest Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3107,aec,America East Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3108,swac,Southwest Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3110,patriot,Patriot League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3111,southern,Southern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3112,pac_ten,Pacific-10 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3113,pac_ten,Pacific-10 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3114,sun_belt,Sun Belt Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3115,swac,Southwest Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3116,sec,Southeastern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3117,sun_belt,Sun Belt Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3119,patriot,Patriot League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3120,sec,Southeastern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3122,ovc,Ohio Valley Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3123,mac,Mid-American Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3124,big_twelve,Big 12 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3125,a_sun,Atlantic Sun Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3126,meac,Mid-Eastern Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3127,aec,America East Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3129,wac,Western Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3130,acc,Atlantic Coast Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3131,aec,America East Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3132,mac,Mid-American Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3133,mvc,Missouri Valley Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3135,ivy,Ivy League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3137,patriot,Patriot League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3138,mac,Mid-American Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3139,horizon,Horizon League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3140,mwc,Mountain West Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3141,mac,Mid-American Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3142,big_west,Big West Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3143,pac_ten,Pacific-10 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3144,a_sun,Atlantic Sun Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3145,maac,Metro Atlantic Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3146,southland,Southland Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3147,summit,Summit League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3148,nec,Northeast Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3149,big_south,Big South Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3150,a_ten,Atlantic 10 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3151,southern,Southern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3152,ind,Independent,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3153,big_east,Big East Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3155,acc,Atlantic Coast Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3156,horizon,Horizon League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3157,big_south,Big South Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3158,southern,Southern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3159,patriot,Patriot League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3160,big_twelve,Big 12 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3161,mwc,Mountain West Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3162,ivy,Ivy League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3163,big_east,Big East Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3164,meac,Mid-Eastern Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3165,ivy,Ivy League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3166,mvc,Missouri Valley Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3167,ind,Independent,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3168,big_west,Big West Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3169,big_west,Big West Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3170,big_sky,Big Sky Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3171,ivy,Ivy League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3172,southern,Southern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3173,a_ten,Atlantic 10 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3174,caa,Colonial Athletic Association,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3175,meac,Mid-Eastern Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3176,sun_belt,Sun Belt Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3177,big_east,Big East Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3178,horizon,Horizon League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3179,mvc,Missouri Valley Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3180,caa,Colonial Athletic Association,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3181,acc,Atlantic Coast Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3182,a_ten,Atlantic 10 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3183,ovc,Ohio Valley Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3184,ovc,Ohio Valley Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3185,mac,Mid-American Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3186,big_sky,Big Sky Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3187,cusa,Conference USA,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3189,southern,Southern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3190,a_sun,Atlantic Sun Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3191,mvc,Missouri Valley Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3192,nec,Northeast Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3193,maac,Metro Atlantic Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3194,sun_belt,Sun Belt Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3195,a_sun,Atlantic Sun Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3196,sec,Southeastern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3197,meac,Mid-Eastern Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3198,sun_belt,Sun Belt Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3199,acc,Atlantic Coast Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3200,a_ten,Atlantic 10 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3201,wac,Western Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3202,southern,Southern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3203,a_ten,Atlantic 10 Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3204,southern,Southern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3205,a_sun,Atlantic Sun Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3206,caa,Colonial Athletic Association,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3207,big_east,Big East Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3208,sec,Southeastern Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3209,caa,Colonial Athletic Association,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3210,acc,Atlantic Coast Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3211,wcc,West Coast Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3212,swac,Southwest Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3214,meac,Mid-Eastern Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3216,aec,America East Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3217,ivy,Ivy League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3218,wac,Western Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3219,big_south,Big South Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3220,caa,Colonial Athletic Association,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3221,patriot,Patriot League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3222,cusa,Conference USA,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3224,meac,Mid-Eastern Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3225,wac,Western Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3226,big_sky,Big Sky Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3227,horizon,Horizon League,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3228,big_ten,Big Ten Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3229,mvc,Missouri Valley Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3231,big_ten,Big Ten Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3232,mvc,Missouri Valley Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
2008,2007-11-05,3233,maac,Metro Atlantic Athletic Conference,Greensboro,Spokane,NewOrleans,OklahomaCity
