TeamID,TeamName,Name0,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10,Name11
1398,Tennessee St,Tennessee State,tennessee st,tennessee st.,tennessee state,tennessee-st,tennessee-state,,,,,,Tennessee State
1399,Tennessee Tech,Tennessee Tech,tennessee tech,tennessee-tech,,,,,,,,,Tennessee Tech
1400,Texas,Texas,texas,,,,,,,,,,Texas
1401,Texas A&M,Texas AM,texas a&m,texas-am,texasa&m,,,,,,,,Texas A&M
1402,Texas St,Texas State,texas st,texas st.,texas state,texas-st,texas-state,,,,,,Texas State
1403,Texas Tech,Texas Tech,texas tech,texas-tech,,,,,,,,,Texas Tech
1404,TN Martin,UT Martin,tenn-martin,tennessee-martin,tn martin,ut martin,ut-martin,,,,,,UT Martin
1405,Toledo,Toledo,toledo,,,,,,,,,,Toledo
1406,Towson,Towson,towson,,,,,,,,,,Towson
1407,Troy,Troy,troy,troy st.,,,,,,,,,Troy
1408,Tulane,Tulane,tulane,,,,,,,,,,Tulane
1409,Tulsa,Tulsa,tulsa,,,,,,,,,,Tulsa
1410,UTRGV,Texas Pan American,tex.-pan american,texas rio grande valley,texas-pan american,texas-pan-american,texas-rio grande valley,tx pan american,utrgv,,,,UTRGV
1411,TX Southern,Texas Southern,texas southern,texas-southern,tx southern,,,,,,,,Texas Southern
1412,UAB,Alabama Birmingham,alabama-birmingham,uab,,,,,,,,,UAB
1413,UC Davis,UC Davis,california-davis,uc davis,uc-davis,,,,,,,,UC Davis
1414,UC Irvine,UC Irvine,california-irvine,uc irvine,uc-irvine,,,,,,,,UC Irvine
1415,UC Riverside,UC Riverside,cal riverside,california-riverside,uc riverside,uc-riverside,,,,,,,UC Riverside
1416,UCF,Central Florida,central florida,central florida(ucf),central-florida,ucf,,,,,,,UCF Knights
1417,UCLA,UC Los Angeles,ucla,,,,,,,,,,UCLA
1418,Louisiana,UL Lafayette,la.-lafayette,louisiana,louisiana-lafayette,ull,,,,,,,Louisiana Lafayette
1419,ULM,UL Monroe,la-monroe,la.-monroe,louisiana-monroe,ulm,,,,,,,Louisiana Monroe
1420,UMBC,MD Baltimore County,maryland-baltimore county,maryland-baltimore-county,md baltimore co,md baltimore cty,umbc,,,,,,UMBC Retrievers
1421,UNC Asheville,NC Asheville,n.c. asheville,nc asheville,north carolina-asheville,north-carolina-asheville,unc asheville,unc-asheville,,,,,UNC Asheville
1422,UNC Greensboro,NC Greensboro,nc greensboro,nc-greensboro,north carolina-greensboro,north-carolina-greensboro,unc greensboro,uncg,,,,,NC Greensboro
1423,UNC Wilmington,NC Wilmington,nc wilmington,nc-wilmington,north carolina-wilmington,north-carolina-wilmington,unc wilmington,uncw,,,,,NC Wilmington
1424,UNLV,Nevada Las Vegas,nevada-las vegas,nevada-las-vegas,unlv,,,,,,,,UNLV
1425,USC,Southern California,southern california,southern-california,usc,,,,,,,,USC
1426,UT Arlington,UT Arlington,texas arlington,texas-arlington,ut arlington,ut-arlington,,,,,,,UT Arlington
1427,UT San Antonio,UT San Antonio,texas san antonio,texas-san antonio,texas-san antonio(ut,texas-san-antonio,ut san antonio,utsa,,,,,UTSA Roadrunners
1428,Utah,Utah,utah,,,,,,,,,,Utah Utes
1429,Utah St,Utah State,utah st,utah st.,utah state,utah-st,utah-state,,,,,,Utah State
1430,Utah Valley,Utah Valley,utah valley,utah valley st.,utah-valley,utah-valley-state,,,,,,,Utah Valley State
1431,UTEP,Texas El Paso,texas-el paso,texas-el-paso,utep,,,,,,,,UTEP
1433,VCU,Virginia Commonwealth,va commonwealth,vcu,vcu(va. commonwealth,virginia commonwealth,virginia-commonwealth,,,,,,VCU Rams
1434,Valparaiso,Valparaiso,valparaiso,,,,,,,,,,Valparaiso
1435,Vanderbilt,Vanderbilt,vanderbilt,,,,,,,,,,Vanderbilt
1436,Vermont,Vermont,vermont,,,,,,,,,,Vermont
1437,Villanova,Villanova,villanova,,,,,,,,,,Villanova
1438,Virginia,Virginia,virginia,,,,,,,,,,Virginia
1439,Virginia Tech,Virginia Tech,virginia tech,virginia-tech,,,,,,,,,Virginia Tech
1440,VMI,Virginia Military,virginia military,virginia military institute,virginia-military-institute,vmi,,,,,,,VMI
1441,W Carolina,Western Carolina,estern carolina,w carolina,western caro.,western carolina,western-caro,western-carolina,,,,,Western Carolina
1442,W Illinois,Western Illinois,w illinois,western ill.,western illinois,western-ill,western-illinois,,,,,,Western Illinois
1443,WKU,Western Kentucky,w kentucky,western kentucky,western ky.,western-kentucky,western-ky,wku,,,,,Western Kentucky
1444,W Michigan,Western Michigan,w michigan,western mich.,western michigan,western-mich,western-michigan,,,,,,Western Michigan
1445,W Salem St,Winston-Salem State,w salem st,winston salem,winston-salem,winston-salem-state,,,,,,,
1447,Wagner,Wagner,wagner,,,,,,,,,,Wagner
1448,Wake Forest,Wake Forest,wake forest,wake-forest,,,,,,,,,Wake Forest
1449,Washington,Washington,washington,,,,,,,,,,Washington
1450,Washington St,Washington State,washington st,washington st.,washington state,washington-st,washington-state,,,,,,Washington State
1451,Weber St,Weber State,weber st,weber st.,weber state,weber-st,weber-state,,,,,,Weber State
1452,West Virginia,West Virginia,west virginia,west-virginia,,,,,,,,,West Virginia
1453,WI Green Bay,UW Green Bay,green bay,green-bay,wi green bay,wis.-green bay,wisconsin-green bay,wisconsin-green-bay,,,,,Wisc. Green Bay
1454,WI Milwaukee,UW Milwaukee,milwaukee,wi milwaukee,wis.-milwaukee,wisconsin-milwaukee,,,,,,,Wisc. Milwaukee
1455,Wichita St,Wichita State,wichita st,wichita st.,wichita state,wichita-st,wichita-state,wichitastate,,,,,Wichita State
1456,William & Mary,William Mary,william & mary,william--mary,william-mary,,,,,,,,William & Mary
1457,Winthrop,Winthrop,winthrop,,,,,,,,,,Winthrop
1458,Wisconsin,Wisconsin,wisconsin,,,,,,,,,,Wisconsin
1459,Wofford,Wofford,wofford,,,,,,,,,,Wofford
1460,Wright St,Wright State,wright st,wright st.,wright state,wright-st,wright-state,,,,,,Wright State
1461,Wyoming,Wyoming,wyoming,,,,,,,,,,Wyoming
1462,Xavier,Xavier,xavier,,,,,,,,,,Xavier
1463,Yale,Yale,yale,,,,,,,,,,Yale
1464,Youngstown St,Youngstown State,youngstown st,youngstown st.,youngstown state,youngstown-st,youngstown-state,,,,,,Youngstown State
1465,Cal Baptist,California Baptist,cal baptist,california baptist,,,,,,,,,California Baptist
1466,North Alabama,North Alabama,north ala.,north alabama,,,,,,,,,North Alabama
1467,Merrimack,Merrimack,merrimack,,,,,,,,,,Merrimack Warriors
1468,Bellarmine,Bellarmine,bellarmine,,,,,,,,,,Bellarmine
1469,Utah Tech,Dixie State,dixie st,dixie state,utah tech,,,,,,,,Utah Tech
1470,Tarleton St,Tarleton State,tarleton st,tarleton state,,,,,,,,,Tarleton
1471,UC San Diego,UC San Diego,uc san diego,,,,,,,,,,UC San Diego
1472,St Thomas MN,St Thomas MN,saint thomas (minn.),st thomas mn,,,,,,,,,St. Thomas (Minn.)
1473,Lindenwood,Lindenwood,lindenwood,,,,,,,,,,
1474,Queens NC,Queens NC,queens nc,,,,,,,,,,
1475,Southern Indiana,Southern Indiana,southern indiana,,,,,,,,,,
1476,Stonehill,Stonehill,stonehill,,,,,,,,,,
1477,TX A&M Commerce,Texas AM Commerce,tx a&m commerce,,,,,,,,,,
