Season,DayNum,WTeamID,LTeamID,WScore,LScore,LocG,LocC,LocH,LocA
2013,82,1402,1370,86,83,1,,0,1
2013,82,1404,1188,65,62,1,,0,1
2013,82,1405,1132,75,62,1,,1,0
2013,82,1407,1419,71,64,1,,0,1
2013,82,1408,1349,73,66,1,,1,0
2013,82,1411,1105,89,56,1,,1,0
2013,82,1413,1415,79,72,1,,1,0
2013,82,1416,1374,74,65,1,,1,0
2013,82,1421,1219,69,58,1,,1,0
2013,82,1422,1151,77,69,1,,1,0
2013,82,1423,1220,57,51,1,,0,1
2013,82,1426,1363,66,47,1,,0,1
2013,82,1431,1187,68,67,1,,0,1
2013,82,1436,1107,50,43,1,,0,1
2013,82,1437,1393,75,71,1,,1,0
2013,82,1438,1130,65,51,1,,1,0
2013,82,1444,1141,76,59,1,,0,1
2013,82,1447,1384,81,56,1,,0,1
2013,82,1450,1333,71,68,1,,0,1
2013,82,1455,1133,73,39,1,,1,0
2013,82,1456,1406,63,56,1,,1,0
2013,82,1458,1278,45,44,1,,1,0
2013,82,1463,1135,76,64,1,,1,0
2013,82,1464,1156,73,59,1,,1,0
2013,83,1155,1439,77,70,1,,1,0
2013,83,1160,1143,81,71,1,,1,0
2013,83,1163,1353,66,54,1,,1,0
2013,83,1166,1356,81,51,1,,0,1
2013,83,1193,1389,61,54,1,,0,1
2013,83,1231,1277,75,70,1,,1,0
2013,83,1233,1259,79,71,1,,0,1
2013,83,1264,1351,62,51,1,,0,1
2013,83,1269,1350,70,65,1,,1,0
2013,83,1274,1199,71,47,1,,1,0
2013,83,1276,1228,74,60,1,,0,1
2013,83,1283,1179,78,72,1,,1,0
2013,83,1310,1145,66,65,1,,0,1
2013,83,1345,1234,65,62,1,,1,0
2013,83,1373,1265,79,75,1,,0,1
2013,83,1375,1198,60,58,1,,1,0
2013,83,1385,1371,71,67,1,,1,0
2013,83,1390,1428,87,56,1,,0,1
2013,84,1126,1271,58,57,1,,1,0
2013,84,1174,1180,66,64,1,,0,1
2013,84,1175,1197,57,48,1,,0,1
2013,84,1186,1340,76,65,1,,1,0
2013,84,1238,1115,82,67,1,,1,0
2013,84,1241,1423,63,56,1,,0,1
2013,84,1242,1452,61,56,1,,0,1
2013,84,1257,1338,64,61,1,,1,0
2013,84,1266,1378,63,50,1,,1,0
2013,84,1290,1212,65,50,1,,0,1
2013,84,1299,1164,63,62,1,,1,0
2013,84,1300,1288,69,61,1,,1,0
2013,84,1341,1105,65,46,1,,1,0
2013,84,1367,1190,88,71,1,,1,0
2013,84,1411,1106,97,65,1,,1,0
2013,85,1133,1229,83,77,1,,1,0
2013,85,1155,1210,63,60,1,,1,0
2013,85,1191,1320,54,51,1,,1,0
2013,85,1232,1455,68,55,1,,0,1
2013,85,1246,1279,87,74,1,,0,1
2013,85,1251,1144,89,72,1,,1,0
2013,85,1278,1304,84,65,1,,1,0
2013,85,1314,1130,82,70,1,,0,1
2013,85,1326,1458,58,49,1,,1,0
2013,85,1392,1107,65,49,1,,0,1
2013,85,1397,1435,58,57,1,,1,0
2013,85,1438,1301,58,55,1,,1,0
2013,86,1102,1201,62,50,1,,1,0
2013,86,1103,1132,68,55,1,,0,1
2013,86,1119,1221,80,66,1,,0,1
2013,86,1137,1110,56,55,1,,0,1
2013,86,1138,1141,91,73,1,,1,0
2013,86,1153,1353,62,54,1,,1,0
2013,86,1158,1111,72,59,1,,1,0
2013,86,1161,1129,77,57,1,,1,0
2013,86,1166,1283,91,77,1,,1,0
2013,86,1174,1456,66,56,1,,1,0
2013,86,1178,1460,83,76,1,,0,1
2013,86,1179,1356,61,56,1,,0,1
2013,86,1181,1448,75,70,1,,0,1
2013,86,1196,1376,75,36,1,,1,0
2013,86,1199,1268,73,71,1,,1,0
2013,86,1205,1149,74,73,1,,0,1
2013,86,1207,1371,74,52,1,,1,0
2013,86,1208,1120,57,49,1,,1,0
2013,86,1209,1318,78,73,1,,0,1
2013,86,1214,1354,64,60,1,,0,1
2013,86,1219,1255,88,60,1,,1,0
2013,86,1231,1345,97,60,1,,0,1
2013,86,1243,1400,83,57,1,,1,0
2013,86,1248,1159,69,40,1,,1,0
2013,86,1250,1298,71,49,1,,0,1
2013,86,1253,1364,57,55,1,,1,0
2013,86,1260,1454,76,65,1,,1,0
2013,86,1261,1281,73,70,1,,1,0
2013,86,1269,1247,61,60,1,,0,1
2013,86,1272,1187,75,68,1,,0,1
2013,86,1274,1439,73,64,1,,0,1
2013,86,1276,1321,68,46,1,,1,0
2013,86,1296,1245,67,65,1,,1,0
2013,86,1306,1263,57,54,1,,0,1
2013,86,1307,1461,63,59,1,,0,1
2013,86,1323,1437,65,60,1,,1,0
2013,86,1328,1124,74,71,1,,0,1
2013,86,1329,1235,78,76,1,,1,0
2013,86,1349,1222,79,69,1,,1,0
2013,86,1372,1270,59,39,1,,0,1
2013,86,1374,1267,68,57,1,,0,1
2013,86,1385,1177,79,74,1,,1,0
2013,86,1386,1200,66,62,1,,0,1
2013,86,1390,1332,76,52,1,,1,0
2013,86,1396,1350,71,64,1,,1,0
2013,86,1401,1280,55,49,1,,0,1
2013,86,1405,1123,85,78,1,,0,1
2013,86,1406,1330,68,66,1,,0,1
2013,86,1412,1431,78,72,1,,1,0
2013,86,1414,1142,52,45,1,,1,0
2013,86,1416,1408,58,50,1,,0,1
2013,86,1420,1127,61,58,1,,0,1
2013,86,1421,1342,77,74,1,,0,1
2013,86,1424,1305,66,54,1,,1,0
2013,86,1425,1417,75,71,1,,0,1
2013,86,1433,1348,70,64,1,,0,1
2013,86,1436,1216,49,43,1,,0,1
2013,86,1440,1347,70,69,1,,0,1
2013,86,1444,1275,72,68,1,,0,1
2013,86,1457,1157,61,48,1,,1,0
2013,86,1462,1173,66,61,1,,1,0
2013,86,1464,1434,80,68,1,,1,0
2013,87,1104,1116,59,56,1,,1,0
2013,87,1112,1449,57,53,1,,0,1
2013,87,1113,1450,63,59,1,,0,1
2013,87,1117,1375,74,62,1,,1,0
2013,87,1125,1287,93,74,1,,1,0
2013,87,1136,1192,78,63,1,,0,1
2013,87,1140,1337,63,61,1,,0,1
2013,87,1143,1333,71,68,1,,1,0
2013,87,1145,1259,91,79,1,,1,0
2013,87,1148,1284,78,58,1,,0,1
2013,87,1154,1459,69,63,1,,1,0
2013,87,1163,1344,82,79,1,,0,1
2013,87,1169,1168,92,86,1,,0,1
2013,87,1172,1359,71,51,1,,1,0
2013,87,1176,1427,71,57,1,,0,1
2013,87,1180,1206,58,54,1,,0,1
2013,87,1186,1286,72,68,1,,1,0
2013,87,1189,1422,72,66,1,,0,1
2013,87,1194,1419,76,71,1,,1,0
2013,87,1195,1316,89,75,1,,0,1
2013,87,1202,1204,81,74,1,,1,0
2013,87,1211,1258,88,43,1,,0,1
2013,87,1218,1415,72,68,1,,0,1
2013,87,1227,1453,60,57,1,,1,0
2013,87,1234,1336,76,67,1,,1,0
2013,87,1239,1391,71,70,1,,1,0
2013,87,1241,1220,62,41,1,,1,0
2013,87,1254,1384,82,62,1,,1,0
2013,87,1277,1228,80,75,1,,1,0
2013,87,1285,1340,81,68,1,,0,1
2013,87,1291,1346,77,73,1,,1,0
2013,87,1292,1198,66,64,1,,0,1
2013,87,1294,1226,78,63,1,,1,0
2013,87,1295,1282,71,34,1,,1,0
2013,87,1297,1190,70,68,1,,0,1
2013,87,1303,1236,86,79,1,,1,0
2013,87,1308,1402,86,72,1,,0,1
2013,87,1310,1233,93,90,1,,1,0
2013,87,1322,1249,85,63,1,,0,1
2013,87,1331,1311,90,78,1,,1,0
2013,87,1355,1377,67,54,1,,1,0
2013,87,1365,1339,70,46,1,,1,0
2013,87,1367,1252,83,71,1,,1,0
2013,87,1368,1146,70,69,1,,0,1
2013,87,1370,1363,56,48,1,,1,0
2013,87,1381,1170,79,67,1,,1,0
2013,87,1383,1352,71,61,1,,1,0
2013,87,1387,1139,75,58,1,,1,0
2013,87,1388,1362,67,63,1,,0,1
2013,87,1389,1265,70,68,1,,1,0
2013,87,1398,1399,84,65,1,,1,0
2013,87,1404,1184,72,65,1,,1,0
2013,87,1418,1317,105,74,1,,1,0
2013,87,1429,1225,77,67,1,,0,1
2013,87,1443,1407,65,61,1,,1,0
2013,87,1447,1357,84,78,1,,1,0
2013,87,1451,1315,66,51,1,,0,1
2013,88,1135,1171,62,50,1,,0,1
2013,88,1178,1464,88,77,1,,1,0
2013,88,1193,1351,69,59,1,,1,0
2013,88,1217,1463,67,64,1,,1,0
2013,88,1273,1244,66,42,1,,1,0
2013,88,1335,1162,62,58,1,,1,0
2013,88,1343,1165,76,59,1,,1,0
2013,88,1373,1264,66,63,1,,1,0
2013,88,1434,1454,71,40,1,,1,0
2013,89,1102,1361,70,67,1,,1,0
2013,89,1103,1325,86,72,1,,1,0
2013,89,1104,1435,58,54,1,,0,1
2013,89,1105,1290,65,64,1,,1,0
2013,89,1107,1127,79,46,1,,1,0
2013,89,1110,1248,68,64,1,,1,0
2013,89,1111,1441,74,65,1,,1,0
2013,89,1112,1450,79,65,1,,0,1
2013,89,1115,1106,81,77,1,,0,1
2013,89,1116,1397,73,60,1,,1,0
2013,89,1117,1317,75,66,1,,1,0
2013,89,1125,1399,74,52,1,,1,0
2013,89,1126,1197,67,65,1,,1,0
2013,89,1129,1424,77,72,1,,1,0
2013,89,1130,1155,75,68,1,,1,0
2013,89,1132,1123,70,59,1,,1,0
2013,89,1136,1284,77,62,1,,0,1
2013,89,1137,1298,69,54,1,,1,0
2013,89,1139,1348,75,68,1,,1,0
2013,89,1140,1365,96,79,1,,1,0
2013,89,1143,1332,58,54,1,,1,0
2013,89,1145,1233,77,74,1,,1,0
2013,89,1146,1311,79,76,1,,1,0
2013,89,1148,1192,80,71,1,,0,1
2013,89,1150,1269,66,65,1,,1,0
2013,89,1153,1371,65,59,1,,0,1
2013,89,1154,1202,84,79,1,,0,1
2013,89,1156,1227,77,66,1,,0,1
2013,89,1157,1347,62,52,1,,1,0
2013,89,1158,1422,81,59,1,,1,0
2013,89,1159,1221,63,45,1,,1,0
2013,89,1161,1461,65,46,1,,1,0
2013,89,1165,1335,71,69,1,,0,1
2013,89,1166,1133,75,58,1,,1,0
2013,89,1167,1430,75,62,1,,1,0
2013,89,1169,1415,69,53,1,,0,1
2013,89,1171,1463,71,62,1,,1,0
2013,89,1172,1459,68,57,1,,0,1
2013,89,1174,1423,71,56,1,,1,0
2013,89,1176,1402,79,64,1,,0,1
2013,89,1179,1232,74,71,1,,1,0
2013,89,1181,1199,79,60,1,,0,1
2013,89,1184,1369,81,72,1,,0,1
2013,89,1187,1349,79,63,1,,0,1
2013,89,1188,1183,49,45,1,,1,0
2013,89,1189,1359,77,66,1,,1,0
2013,89,1190,1252,90,88,1,,1,0
2013,89,1195,1239,81,78,1,,0,1
2013,89,1196,1279,78,64,1,,1,0
2013,89,1198,1419,76,73,1,,1,0
2013,89,1204,1151,59,57,1,,1,0
2013,89,1205,1255,76,65,1,,1,0
2013,89,1206,1241,74,63,1,,0,1
2013,89,1207,1385,68,56,1,,1,0
2013,89,1208,1376,67,56,1,,0,1
2013,89,1209,1330,83,63,1,,1,0
2013,89,1211,1360,65,63,1,,0,1
2013,89,1214,1288,64,62,1,,0,1
2013,89,1216,1131,66,58,1,,1,0
2013,89,1217,1135,89,82,1,,1,0
2013,89,1218,1168,77,75,1,,0,1
2013,89,1219,1342,78,68,1,,1,0
2013,89,1222,1374,84,80,1,,0,1
2013,89,1223,1312,66,57,1,,1,0
2013,89,1225,1363,66,63,1,,1,0
2013,89,1229,1356,83,47,1,,1,0
2013,89,1231,1276,81,73,1,,1,0
2013,89,1235,1124,79,71,1,,1,0
2013,89,1238,1108,84,71,1,,0,1
2013,89,1240,1287,70,59,1,,1,0
2013,89,1243,1328,52,50,1,,0,1
2013,89,1245,1185,77,62,1,,1,0
2013,89,1246,1401,72,68,1,,0,1
2013,89,1247,1203,80,71,1,,0,1
2013,89,1253,1142,50,48,1,,1,0
2013,89,1256,1426,64,51,1,,1,0
2013,89,1259,1310,89,87,1,,0,1
2013,89,1261,1280,69,68,1,,0,1
2013,89,1267,1416,75,71,1,,1,0
2013,89,1268,1448,86,60,1,,1,0
2013,89,1272,1409,94,64,1,,1,0
2013,89,1274,1301,79,78,1,,0,1
2013,89,1275,1141,70,61,1,,0,1
2013,89,1281,1120,91,77,1,,1,0
2013,89,1283,1191,62,61,1,,1,0
2013,89,1285,1186,65,46,1,,0,1
2013,89,1286,1340,70,64,1,,0,1
2013,89,1291,1357,91,82,1,,1,0
2013,89,1292,1194,73,56,1,,0,1
2013,89,1293,1122,75,68,1,,1,0
2013,89,1295,1377,65,46,1,,1,0
2013,89,1297,1367,70,65,1,,0,1
2013,89,1299,1271,46,44,1,,0,1
2013,89,1300,1175,54,43,1,,0,1
2013,89,1307,1305,75,62,1,,1,0
2013,89,1308,1427,75,62,1,,0,1
2013,89,1313,1164,80,70,1,,0,1
2013,89,1314,1439,72,60,1,,1,0
2013,89,1315,1226,69,52,1,,1,0
2013,89,1316,1391,64,59,1,,1,0
2013,89,1318,1180,59,52,1,,1,0
2013,89,1320,1455,57,52,1,,1,0
2013,89,1321,1345,75,60,1,,1,0
2013,89,1323,1177,79,71,1,,0,1
2013,89,1324,1303,96,81,1,,0,1
2013,89,1326,1304,63,56,1,,0,1
2013,89,1329,1242,85,80,1,,0,1
2013,89,1331,1368,65,59,1,,1,0
2013,89,1334,1413,77,64,1,,1,0
2013,89,1338,1393,65,55,1,,1,0
2013,89,1343,1162,72,66,1,,1,0
2013,89,1346,1447,74,69,1,,0,1
2013,89,1350,1462,73,71,1,,1,0
2013,89,1352,1254,60,57,1,,0,1
2013,89,1355,1282,88,57,1,,1,0
2013,89,1358,1394,55,51,1,,0,1
2013,89,1362,1337,86,78,1,,0,1
2013,89,1366,1224,52,42,1,,0,1
2013,89,1372,1249,65,51,1,,0,1
2013,89,1375,1114,70,66,1,,0,1
2013,89,1379,1412,79,75,1,,0,1
2013,89,1380,1212,59,31,1,,1,0
2013,89,1381,1319,78,67,1,,1,0
2013,89,1382,1182,68,60,1,,1,0
2013,89,1384,1383,64,61,1,,0,1
2013,89,1386,1396,70,69,1,,1,0
2013,89,1387,1173,81,52,1,,1,0
2013,89,1388,1339,77,42,1,,1,0
2013,89,1392,1306,56,54,1,,0,1
2013,89,1400,1395,60,43,1,,1,0
2013,89,1405,1296,69,64,1,,0,1
2013,89,1407,1418,71,52,1,,1,0
2013,89,1410,1152,68,65,1,,1,0
2013,89,1411,1341,84,48,1,,1,0
2013,89,1414,1364,62,60,1,,1,0
2013,89,1420,1263,68,67,1,,1,0
2013,89,1421,1144,78,61,1,,0,1
2013,89,1428,1160,58,55,1,,1,0
2013,89,1429,1370,68,46,1,,0,1
2013,89,1431,1408,62,50,1,,1,0
2013,89,1433,1200,81,65,1,,1,0
2013,89,1442,1237,68,59,1,,0,1
2013,89,1444,1138,71,60,1,,1,0
2013,89,1449,1113,96,92,1,,1,0
2013,89,1451,1294,85,64,1,,0,1
2013,89,1452,1403,77,61,1,,0,1
2013,89,1453,1260,73,65,1,,0,1
2013,89,1456,1220,72,59,1,,1,0
2013,89,1457,1251,66,56,1,,1,0
2013,90,1163,1378,69,64,1,,1,0
2013,90,1210,1438,66,60,1,,1,0
2013,90,1250,1119,85,76,1,,0,1
2013,90,1257,1266,70,51,1,,1,0
2013,90,1264,1389,57,49,1,,1,0
2013,90,1278,1234,62,59,1,,1,0
2013,90,1322,1270,86,74,1,,0,1
2013,90,1344,1437,55,52,1,,0,1
2013,90,1351,1265,64,58,1,,0,1
2013,90,1390,1333,81,73,1,,1,0
2013,90,1458,1228,74,68,1,,0,1
2013,91,1106,1290,73,65,1,,1,0
2013,91,1108,1212,78,53,1,,1,0
2013,91,1115,1105,76,67,1,,0,1
2013,91,1175,1299,53,44,1,,1,0
2013,91,1193,1373,64,54,1,,0,1
2013,91,1206,1330,85,74,1,,0,1
2013,91,1214,1164,59,53,1,,0,1
2013,91,1224,1354,57,45,1,,1,0
2013,91,1235,1328,83,64,1,,1,0
2013,91,1300,1271,82,54,1,,0,1
2013,91,1313,1288,64,59,1,,0,1
2013,91,1319,1170,62,61,1,,0,1
2013,91,1338,1371,56,46,1,,1,0
2013,91,1360,1258,69,68,1,,0,1
2013,91,1380,1238,78,58,1,,1,0
2013,91,1393,1323,63,47,1,,1,0
2013,91,1406,1423,81,68,1,,1,0
2013,91,1452,1400,60,58,1,,1,0
2013,91,1460,1260,62,59,1,,1,0
2013,92,1103,1141,68,56,1,,1,0
2013,92,1116,1196,80,69,1,,1,0
2013,92,1131,1263,79,72,1,,1,0
2013,92,1133,1191,76,70,1,,1,0
2013,92,1156,1464,66,60,1,,1,0
2013,92,1199,1210,56,54,1,,0,1
2013,92,1243,1403,68,59,1,,0,1
2013,92,1246,1376,77,55,1,,1,0
2013,92,1251,1347,75,70,1,,1,0
2013,92,1274,1130,72,50,1,,1,0
2013,92,1276,1326,76,74,1,,1,0
2013,92,1314,1448,87,62,1,,1,0
2013,92,1320,1283,48,37,1,,1,0
2013,92,1345,1336,58,49,1,,0,1
2013,92,1356,1455,64,62,1,,1,0
2013,92,1434,1227,86,61,1,,1,0
2013,92,1437,1177,94,71,1,,0,1
2013,93,1107,1420,79,56,1,,0,1
2013,93,1112,1390,73,66,1,,1,0
2013,93,1120,1104,49,37,1,,1,0
2013,93,1132,1296,57,41,1,,0,1
2013,93,1139,1382,77,58,1,,1,0
2013,93,1157,1149,73,53,1,,1,0
2013,93,1161,1305,73,69,1,,0,1
2013,93,1173,1386,60,54,1,,1,0
2013,93,1185,1138,65,46,1,,1,0
2013,93,1201,1424,64,55,1,,1,0
2013,93,1203,1182,79,57,1,,0,1
2013,93,1208,1397,68,62,1,,0,1
2013,93,1216,1127,76,62,1,,0,1
2013,93,1219,1144,58,52,1,,0,1
2013,93,1223,1282,66,45,1,,1,0
2013,93,1229,1179,94,86,1,,0,1
2013,93,1232,1166,76,57,1,,1,0
2013,93,1241,1456,81,71,1,,1,0
2013,93,1257,1353,68,48,1,,0,1
2013,93,1261,1435,57,56,1,,1,0
2013,93,1266,1378,70,47,1,,0,1
2013,93,1269,1348,81,53,1,,1,0
2013,93,1272,1374,60,52,1,,0,1
2013,93,1277,1278,61,50,1,,1,0
2013,93,1279,1280,93,75,1,,1,0
2013,93,1307,1102,81,58,1,,1,0
2013,93,1309,1410,75,73,1,,1,0
2013,93,1312,1159,77,58,1,,0,1
2013,93,1318,1220,62,57,1,,0,1
2013,93,1325,1123,69,42,1,,0,1
2013,93,1329,1124,69,67,1,,1,0
2013,93,1333,1428,82,64,1,,1,0
2013,93,1342,1205,57,54,1,,1,0
2013,93,1344,1153,54,50,1,,1,0
2013,93,1352,1384,60,48,1,,1,0
2013,93,1361,1129,63,62,1,,1,0
2013,93,1385,1163,71,65,1,,1,0
2013,93,1387,1200,90,73,1,,0,1
2013,93,1395,1242,62,55,1,,1,0
2013,93,1396,1150,89,88,1,,1,0
2013,93,1405,1275,65,64,1,,1,0
2013,93,1406,1174,85,65,1,,1,0
2013,93,1408,1267,91,75,1,,1,0
2013,93,1412,1409,70,63,1,,0,1
2013,93,1416,1379,60,58,1,,1,0
2013,93,1421,1457,69,56,1,,1,0
2013,93,1423,1209,76,72,1,,1,0
2013,93,1431,1349,65,53,1,,1,0
2013,93,1436,1306,63,48,1,,1,0
2013,93,1440,1255,93,60,1,,0,1
2013,93,1444,1245,82,76,1,,1,0
2013,93,1447,1291,74,65,1,,1,0
2013,93,1458,1234,74,70,1,,1,0
2013,93,1461,1167,61,53,1,,0,1
2013,94,1111,1204,91,86,1,,0,1
2013,94,1113,1143,66,62,1,,1,0
2013,94,1114,1419,70,60,1,,0,1
2013,94,1136,1383,84,77,1,,1,0
2013,94,1142,1334,67,62,1,,1,0
2013,94,1151,1154,89,76,1,,1,0
2013,94,1158,1359,69,65,1,,0,1
2013,94,1160,1332,48,47,1,,0,1
2013,94,1169,1414,70,61,1,,1,0
2013,94,1170,1186,61,55,1,,1,0
2013,94,1172,1441,73,59,1,,1,0
2013,94,1176,1370,72,55,1,,1,0
2013,94,1178,1454,82,74,1,,0,1
2013,94,1181,1301,98,85,1,,1,0
2013,94,1183,1404,93,65,1,,0,1
2013,94,1193,1389,61,44,1,,1,0
2013,94,1195,1190,67,43,1,,1,0
2013,94,1198,1194,84,65,1,,1,0
2013,94,1211,1337,82,56,1,,1,0
2013,94,1214,1366,71,68,1,,0,1
2013,94,1218,1253,94,73,1,,1,0
2013,94,1228,1231,74,72,1,,1,0
2013,94,1249,1394,67,63,1,,0,1
2013,94,1254,1148,81,75,1,,0,1
2013,94,1256,1427,74,49,1,,1,0
2013,94,1264,1145,67,54,1,,1,0
2013,94,1265,1233,105,104,1,,0,1
2013,94,1268,1439,60,55,1,,0,1
2013,94,1270,1358,59,58,1,,0,1
2013,94,1273,1239,67,64,1,,1,0
2013,94,1285,1294,73,63,1,,1,0
2013,94,1292,1117,73,60,1,,1,0
2013,94,1293,1125,79,74,1,,1,0
2013,94,1308,1225,76,74,1,,1,0
2013,94,1315,1286,82,73,1,,0,1
2013,94,1316,1244,60,52,1,,0,1
2013,94,1319,1340,79,72,1,,1,0
2013,94,1322,1331,85,73,1,,1,0
2013,94,1324,1295,66,63,1,,1,0
2013,94,1330,1180,78,66,1,,0,1
2013,94,1339,1258,69,60,1,,1,0
2013,94,1346,1284,79,63,1,,1,0
2013,94,1351,1310,72,69,1,,1,0
2013,94,1355,1236,80,74,1,,0,1
2013,94,1357,1192,77,70,1,,1,0
2013,94,1360,1140,74,68,1,,1,0
2013,94,1369,1188,76,67,1,,1,0
2013,94,1372,1146,72,36,1,,1,0
2013,94,1375,1407,65,62,1,,1,0
2013,94,1381,1226,81,79,1,,0,1
2013,94,1388,1365,84,63,1,,0,1
2013,94,1391,1367,73,66,1,,1,0
2013,94,1398,1122,88,82,1,,0,1
2013,94,1401,1281,70,68,1,,1,0
2013,94,1413,1364,64,56,1,,0,1
2013,94,1417,1449,59,57,1,,1,0
2013,94,1422,1202,88,65,1,,0,1
2013,94,1425,1450,72,68,1,,1,0
2013,94,1426,1402,75,50,1,,1,0
2013,94,1438,1155,78,41,1,,1,0
2013,94,1442,1303,68,50,1,,1,0
2013,94,1443,1317,70,59,1,,0,1
2013,94,1459,1189,60,50,1,,1,0
2013,94,1460,1453,70,68,1,,0,1
2013,94,1464,1260,60,59,1,,1,0
2013,95,1171,1162,60,57,1,,0,1
2013,95,1217,1165,67,65,1,,0,1
2013,95,1252,1297,76,58,1,,1,0
2013,95,1259,1373,63,51,1,,1,0
2013,95,1343,1135,63,46,1,,1,0
2013,95,1421,1440,90,79,1,,0,1
2013,95,1463,1335,68,59,1,,0,1
2013,96,1103,1275,54,50,1,,0,1
2013,96,1104,1261,60,57,1,,1,0
2013,96,1106,1105,69,62,1,,1,0
2013,96,1110,1159,70,55,1,,1,0
2013,96,1115,1380,55,52,1,,1,0
2013,96,1117,1443,67,49,1,,0,1
2013,96,1123,1444,65,62,1,,1,0
2013,96,1124,1403,75,48,1,,1,0
2013,96,1125,1122,78,65,1,,0,1
2013,96,1129,1461,68,61,1,,1,0
2013,96,1131,1127,79,58,1,,0,1
2013,96,1137,1119,60,58,1,,0,1
2013,96,1138,1296,59,54,1,,1,0
2013,96,1139,1203,59,56,1,,0,1
2013,96,1142,1413,68,53,1,,1,0
2013,96,1149,1144,86,68,1,,1,0
2013,96,1158,1151,71,68,1,,0,1
2013,96,1162,1217,78,63,1,,1,0
2013,96,1165,1171,79,56,1,,1,0
2013,96,1168,1415,79,67,1,,0,1
2013,96,1170,1340,77,71,1,,1,0
2013,96,1172,1111,87,52,1,,1,0
2013,96,1174,1206,79,72,1,,0,1
2013,96,1176,1225,74,58,1,,1,0
2013,96,1184,1287,68,47,1,,0,1
2013,96,1186,1319,77,74,1,,0,1
2013,96,1189,1202,64,60,1,,0,1
2013,96,1190,1391,62,61,1,,0,1
2013,96,1195,1367,74,49,1,,1,0
2013,96,1196,1280,83,58,1,,1,0
2013,96,1205,1251,71,68,1,,1,0
2013,96,1207,1353,69,63,1,,0,1
2013,96,1208,1401,52,46,1,,1,0
2013,96,1210,1439,64,54,1,,0,1
2013,96,1211,1258,74,55,1,,1,0
2013,96,1216,1392,60,55,1,,1,0
2013,96,1218,1414,78,72,1,,1,0
2013,96,1219,1157,74,62,1,,1,0
2013,96,1220,1423,65,56,1,,0,1
2013,96,1223,1309,75,68,1,,0,1
2013,96,1224,1271,63,44,1,,1,0
2013,96,1229,1166,75,72,1,,0,1
2013,96,1232,1356,66,65,1,,1,0
2013,96,1233,1351,78,71,1,,1,0
2013,96,1234,1321,71,57,1,,1,0
2013,96,1243,1235,79,70,1,,1,0
2013,96,1244,1239,75,68,1,,1,0
2013,96,1245,1141,87,72,1,,1,0
2013,96,1246,1120,72,62,1,,1,0
2013,96,1247,1200,89,53,1,,1,0
2013,96,1248,1298,70,47,1,,0,1
2013,96,1250,1221,68,61,1,,0,1
2013,96,1253,1169,83,80,1,,0,1
2013,96,1255,1457,62,56,1,,0,1
2013,96,1256,1402,84,69,1,,1,0
2013,96,1263,1107,66,52,1,,1,0
2013,96,1266,1177,89,78,1,,1,0
2013,96,1269,1386,80,62,1,,1,0
2013,96,1272,1379,89,76,1,,0,1
2013,96,1273,1316,64,44,1,,1,0
2013,96,1274,1314,87,61,1,,1,0
2013,96,1277,1345,78,65,1,,0,1
2013,96,1281,1279,98,79,1,,1,0
2013,96,1282,1377,80,65,1,,1,0
2013,96,1284,1192,80,76,1,,0,1
2013,96,1285,1315,78,58,1,,1,0
2013,96,1288,1164,80,51,1,,0,1
2013,96,1290,1108,80,75,1,,1,0
2013,96,1291,1384,69,58,1,,0,1
2013,96,1292,1407,93,41,1,,1,0
2013,96,1293,1398,69,48,1,,1,0
2013,96,1294,1286,85,72,1,,0,1
2013,96,1295,1236,58,54,1,,0,1
2013,96,1299,1126,65,55,1,,1,0
2013,96,1300,1197,51,43,1,,1,0
2013,96,1303,1237,85,78,1,,0,1
2013,96,1304,1336,67,53,1,,1,0
2013,96,1305,1102,74,69,1,,1,0
2013,96,1308,1370,60,57,1,,1,0
2013,96,1312,1152,63,58,1,,0,1
2013,96,1313,1175,74,56,1,,1,0
2013,96,1317,1198,77,67,1,,1,0
2013,96,1318,1330,79,74,1,,0,1
2013,96,1322,1146,93,73,1,,1,0
2013,96,1323,1257,104,101,1,,1,0
2013,96,1324,1355,88,83,1,,1,0
2013,96,1325,1132,72,63,1,,1,0
2013,96,1328,1242,72,66,1,,1,0
2013,96,1329,1400,72,59,1,,0,1
2013,96,1332,1428,73,64,1,,1,0
2013,96,1335,1135,71,48,1,,1,0
2013,96,1337,1339,72,68,1,,0,1
2013,96,1338,1153,62,52,1,,0,1
2013,96,1341,1212,63,53,1,,0,1
2013,96,1347,1342,76,65,1,,1,0
2013,96,1352,1447,83,79,1,,1,0
2013,96,1358,1249,78,40,1,,1,0
2013,96,1359,1154,79,67,1,,1,0
2013,96,1361,1201,75,53,1,,1,0
2013,96,1362,1140,99,87,1,,0,1
2013,96,1364,1334,66,53,1,,1,0
2013,96,1366,1354,50,46,1,,1,0
2013,96,1368,1311,73,62,1,,0,1
2013,96,1369,1183,77,64,1,,1,0
2013,96,1372,1331,77,67,1,,1,0
2013,96,1374,1349,61,39,1,,0,1
2013,96,1375,1194,72,71,1,,1,0
2013,96,1382,1348,67,61,1,,0,1
2013,96,1387,1350,56,46,1,,0,1
2013,96,1388,1360,74,64,1,,0,1
2013,96,1390,1113,62,59,1,,0,1
2013,96,1394,1270,61,58,1,,1,0
2013,96,1396,1173,72,71,1,,0,1
2013,96,1399,1240,78,64,1,,1,0
2013,96,1404,1188,77,68,1,,1,0
